Transcript	Intron_No	Beg	End
GA15265-RA 	 4	 5681560	 5681620	1
GA15265-RA 	 5	 5681752	 5681819	1
GA15265-RA 	 6	 5682000	 5682056	1
GA15265-RA 	 7	 5682436	 5682501	1
GA15267-RD 	 1	 5694801	 5694862	1
GA15267-RD 	 2	 5695088	 5695151	1
GA15267-RD 	 3	 5695681	 5695750	1
GA15267-RD 	 4	 5695883	 5696051	1
GA15267-RD 	 5	 5696589	 5696649	1
GA15267-RD 	 6	 5696831	 5696915	1
GA15267-RD 	 7	 5697014	 5697163	1
GA15267-RD 	 8	 5697300	 5697363	1
GA15267-RD 	 9	 5697894	 5697958	1
GA15267-RD 	10	 5698846	 5698907	1
GA15267-RD 	11	 5699022	 5699312	1
GA15267-RD 	12	 5699337	 5699480	1
GA15267-RD 	13	 5699708	 5699771	1
GA15267-RD 	14	 5699866	 5699965	1
GA15267-RD 	15	 5700455	 5700515	1
GA15267-RD 	16	 5700755	 5700814	1
GA15267-RD 	17	 5701629	 5703160	1
GA15274-RA 	 1	 9278492	 9278554	1
GA15274-RA 	 2	 9280117	 9280182	1
GA15275-RA 	 1	 9283636	 9283716	1
GA15278-RB 	 1	 9287731	 9287970	1
GA15278-RB 	 2	 9288373	 9288452	1
GA15278-RB 	 3	 9288587	 9288665	1
GA15282-RA 	 1	 2034461	 2034540	1
GA15282-RA 	 2	 2035366	 2035571	1
GA15282-RA 	 3	 2036305	 2036361	1
GA15282-RA 	 4	 2036915	 2036976	1
GA15287-RA 	 1	 2040975	 2041038	1
GA15287-RA 	 2	 2041926	 2041980	1
GA15287-RA 	 3	 2042044	 2042110	1
GA15287-RA 	 4	 2042307	 2042370	1
GA15300-RA 	 1	16258036	16258106	1
GA15300-RA 	 2	16258261	16258326	1
GA15300-RA 	 3	16258457	16258536	1
GA15300-RA 	 4	16258666	16269420	1
GA15300-RA 	 5	16269582	16269688	1
GA15300-RA 	 6	16269874	16278498	1
GA15322-RA 	 1	10924402	10924483	1
GA15334-RA 	 1	10910747	10910806	1
GA15334-RA 	 2	10910950	10911021	1
GA15334-RA 	 3	10911157	10911213	1
GA15334-RA 	 4	10911492	10911564	1
GA15334-RA 	 5	10911660	10911791	1
GA15334-RA 	 6	10912095	10912285	1
GA15334-RA 	 7	10912404	10912513	1
GA15334-RA 	 8	10913023	10913087	1
GA15334-RA 	 9	10913248	10916693	1
GA15336-RA 	 1	 2936232	 2936707	1
GA15336-RA 	 2	 2936954	 2937371	1
GA15336-RA 	 3	 2938450	 2938516	1
GA15336-RA 	 4	 2938949	 2939006	1
GA15336-RA 	 5	 2939290	 2939357	1
GA15342-RA 	 1	10908493	10908553	1
GA15343-RA 	 1	 9290396	 9290467	1
GA15349-RA 	 1	 4249997	 4250066	1
GA15351-RB 	 1	10976937	10977014	1
GA15351-RB 	 2	10977170	10977239	1
GA15351-RB 	 3	10979277	10979399	1
GA15351-RB 	 4	10979503	10979579	1
GA15365-RA 	 1	 7024400	 7033840	1
GA15365-RA 	 2	 7034395	 7034472	1
GA15365-RA 	 3	 7036424	 7036498	1
GA15365-RA 	 4	 7036707	 7036762	1
GA15365-RA 	 5	 7037035	 7037093	1
GA15366-RB 	 1	 8009046	 8009103	1
GA15366-RB 	 2	 8009616	 8009681	1
GA15417-RA 	 1	 3504220	 3504277	1
GA15425-RB 	 1	 3419982	 3420050	1
GA15425-RB 	 2	 3420414	 3422380	1
GA15425-RB 	 3	 3422478	 3422541	1
GA15425-RB 	 4	 3422694	 3422765	1
GA15425-RB 	 5	 3422884	 3423894	1
GA15425-RB 	 6	 3424028	 3424080	1
GA15428-RA 	 1	   90242	   90301	1
GA15428-RA 	 2	   90572	   90782	1
GA15432-RA 	 1	 3384271	 3384336	1
GA15432-RA 	 2	 3384943	 3391533	1
GA15432-RA 	 3	 3391646	 3395198	1
GA15432-RA 	 4	 3395513	 3395710	1
GA15449-RA 	 1	 1978092	 1978162	1
GA15449-RA 	 2	 1978285	 1978346	1
GA15449-RA 	 3	 1978919	 1979007	1
GA15449-RA 	 4	 1979182	 1979253	1
GA15449-RA 	 5	 1979507	 1980449	1
GA15450-RA 	 1	 1973791	 1973860	1
GA15450-RA 	 2	 1974112	 1974179	1
GA15450-RA 	 3	 1974583	 1974645	1
GA15451-RA 	 1	 1965800	 1965869	1
GA15451-RA 	 2	 1965977	 1966219	1
GA15456-RA 	 1	 1956791	 1956905	1
GA15456-RA 	 2	 1957048	 1960666	1
GA15463-RA 	 1	 1940787	 1940845	1
GA15466-RA 	 1	 1934554	 1934621	1
GA15466-RA 	 2	 1934942	 1935846	1
GA15469-RA 	 1	 1933481	 1933539	1
GA15470-RA 	 1	 1756263	 1756453	1
GA15470-RA 	 2	 1756612	 1756680	1
GA15470-RA 	 3	 1757084	 1757146	1
GA15470-RA 	 4	 1757371	 1757439	1
GA15477-RB 	 1	 1775844	 1775983	1
GA15477-RB 	 2	 1776081	 1776228	1
GA15477-RB 	 3	 1776350	 1776912	1
GA15477-RB 	 4	 1777042	 1777111	1
GA15477-RB 	 5	 1777292	 1777350	1
GA15477-RB 	 6	 1777476	 1777751	1
GA15477-RB 	 7	 1777835	 1777909	1
GA15486-RA 	 1	15797488	15797681	1
GA15486-RA 	 2	15797807	15797966	1
GA15509-RA 	 1	11599769	11599829	1
GA15509-RA 	 2	11600021	11600084	1
GA15509-RA 	 3	11600900	11600967	1
GA15509-RA 	 4	11601184	11601236	1
GA15511-RA 	 1	11595089	11595157	1
GA15515-RA 	 1	11598418	11598485	1
GA15517-RA 	 1	 4183376	 4183432	1
GA15520-RA 	 1	15536576	15536633	1
GA15520-RA 	 2	15537373	15537432	1
GA15520-RA 	 3	15537530	15537592	1
GA15525-RA 	 1	 4187491	 4192089	1
GA15525-RA 	 2	 4192277	 4192440	1
GA15541-RA 	 1	 2476936	 2477034	1
GA15569-RA 	 1	 7468893	 7468958	1
GA15569-RA 	 2	 7469062	 7469131	1
GA15569-RA 	 3	 7469449	 7469505	1
GA15570-RA 	 1	 9095083	 9095136	1
GA15570-RA 	 2	 9095388	 9095446	1
GA15570-RA 	 3	 9095592	 9095646	1
GA15570-RA 	 4	 9095799	 9095850	1
GA15570-RA 	 5	 9095980	 9096037	1
GA15570-RA 	 6	 9096133	 9096191	1
GA15570-RA 	 7	 9096302	 9096358	1
GA15570-RA 	 8	 9096452	 9096513	1
GA15573-RB 	 1	 4337670	 4337741	1
GA15573-RB 	 2	 4337989	 4338055	1
GA15573-RB 	 3	 4338150	 4338304	1
GA15573-RB 	 4	 4338420	 4338488	1
GA15577-RB 	 1	 5492779	 5492840	1
GA15577-RB 	 2	 5492905	 5492967	1
GA15577-RB 	 3	 5493415	 5497733	1
GA15577-RB 	 4	 5497822	 5497888	1
GA15577-RB 	 5	 5498589	 5504342	1
GA15577-RB 	 6	 5504528	 5508377	1
GA15579-RA 	 1	 5531183	 5531246	1
GA15581-RA 	 1	 9124807	 9124875	1
GA15581-RA 	 2	 9125927	 9126073	1
GA15581-RA 	 3	 9126341	 9126464	1
GA15581-RA 	 4	 9126501	 9126591	1
GA15581-RA 	 5	 9126688	 9126749	1
GA15581-RA 	 6	 9126930	 9127015	1
GA15581-RA 	 7	 9127850	 9129234	1
GA15581-RA 	 8	 9129586	 9129671	1
GA15581-RA 	 9	 9129786	 9129853	1
GA15581-RA 	10	 9130010	 9130070	1
GA15581-RA 	11	 9130509	 9130575	1
GA15581-RA 	12	 9130703	 9130765	1
GA15582-RA 	 1	18659138	18659203	1
GA15582-RA 	 2	18659482	18659542	1
GA15582-RA 	 3	18659675	18660089	1
GA15582-RA 	 4	18660120	18660505	1
GA15582-RA 	 5	18660674	18660730	1
GA15582-RA 	 6	18661053	18661212	1
GA15582-RA 	 7	18661510	18661565	1
GA15589-RA 	 1	 6881908	 6881963	1
GA15589-RA 	 2	 6882126	 6882183	1
GA15593-RB 	 1	12331041	12331108	1
GA15593-RB 	 2	12331395	12331463	1
GA15593-RB 	 3	12332250	12332536	1
GA15593-RB 	 4	12332663	12333863	1
GA15593-RB 	 5	12334015	12334433	1
GA15593-RB 	 6	12335402	12336068	1
GA15598-RA 	 1	 9192141	 9192236	2
GA15598-RA 	 2	 9192398	 9215741	2
GA15599-RA 	 1	 9591842	 9591907	1
GA15599-RA 	 2	 9592432	 9592495	1
GA15600-RA 	 1	 9604370	 9604435	1
GA15600-RA 	 2	 9604940	 9604998	1
GA15600-RA 	 3	 9605143	 9605222	1
GA15600-RA 	 4	 9605408	 9605467	1
GA15600-RA 	 5	 9605649	 9605702	1
GA15600-RA 	 6	 9606087	 9606151	1
GA15600-RA 	 7	 9606307	 9606369	1
GA15600-RA 	 8	 9606491	 9606625	1
GA15600-RA 	 9	 9606711	 9606765	1
GA15600-RA 	10	 9606941	 9606991	1
GA15600-RA 	11	 9607509	 9607571	1
GA15601-RB 	 1	17322203	17324745	1
GA15601-RB 	 2	17324897	17326360	1
GA15602-RA 	 1	 9593451	 9593583	1
GA15602-RA 	 2	 9593785	 9593846	1
GA15603-RA 	 1	14256441	14256678	2
GA15603-RA 	 2	14257074	14257137	2
GA15603-RA 	 3	14257351	14257408	2
GA15603-RA 	 4	14257664	14257725	2
GA15603-RA 	 5	14257898	14257966	2
GA15604-RA 	 1	 9612024	 9612078	1
GA15604-RA 	 2	 9612580	 9612649	1
GA15604-RA 	 3	 9612979	 9613034	1
GA15604-RA 	 4	 9613216	 9613275	1
GA15604-RA 	 5	 9613660	 9613716	1
GA15604-RA 	 6	 9613872	 9613936	1
GA15604-RA 	 7	 9614058	 9614276	1
GA15604-RA 	 8	 9614362	 9614418	1
GA15604-RA 	 9	 9614594	 9614644	1
GA15604-RA 	10	 9615171	 9615232	1
GA15607-RA 	 1	 9562825	 9562877	1
GA15607-RA 	 2	 9563199	 9563257	1
GA15608-RA 	 1	 7356884	 7356958	1
GA15608-RA 	 2	 7357077	 7357174	1
GA15608-RA 	 3	 7357324	 7357381	1
GA15618-RA 	 1	 6898697	 6898775	1
GA15619-RA 	 1	12658244	12658309	1
GA15619-RA 	 2	12658394	12658451	1
GA15623-RA 	 1	12660034	12660099	1
GA15623-RA 	 2	12660199	12660264	1
GA15625-RA 	 1	12660875	12660932	1
GA15625-RA 	 2	12661029	12661095	1
GA15627-RA 	 1	11945386	11945441	1
GA15628-RO 	 1	  544668	  544740	1
GA15628-RO 	 2	  544899	  545155	1
GA15628-RO 	 3	  545294	  545536	1
GA15628-RO 	 4	  545747	  545930	1
GA15628-RO 	 5	  546316	  546379	1
GA15628-RO 	 6	  546656	  546918	1
GA15628-RO 	 7	  547152	  547562	1
GA15628-RO 	 8	  547687	  547767	1
GA15628-RO 	 9	  547890	  547951	1
GA15628-RO 	10	  548052	  549475	1
GA15628-RO 	11	  549803	  550464	1
GA15628-RO 	12	  550611	  550673	1
GA15628-RO 	13	  550865	  551078	1
GA15628-RO 	14	  551237	  551370	1
GA15628-RO 	15	  551521	  552100	1
GA15628-RO 	16	  552140	  552522	1
GA15628-RO 	17	  552580	  553374	1
GA15628-RO 	18	  553438	  554524	1
GA15628-RO 	19	  554600	  554880	1
GA15628-RO 	20	  555034	  555097	1
GA15628-RO 	21	  555310	  555372	1
GA15628-RO 	22	  555563	  555621	1
GA15628-RO 	23	  555815	  558038	1
GA15628-RO 	24	  558141	  558235	1
GA15628-RO 	25	  558393	  558475	1
GA15628-RO 	26	  558663	  559330	1
GA15628-RO 	27	  559479	  559921	1
GA15628-RO 	28	  560079	  560384	1
GA15628-RO 	29	  560522	  560630	1
GA15628-RO 	30	  560791	  561384	1
GA15628-RO 	31	  561458	  561606	1
GA15628-RO 	32	  561748	  561829	1
GA15628-RO 	33	  561993	  562657	1
GA15628-RO 	34	  562741	  563788	1
GA15631-RA 	 1	19609351	19609428	1
GA15631-RA 	 2	19609635	19609707	1
GA15635-RK 	 1	19501350	19521745	1
GA15635-RK 	 2	19521898	19521980	1
GA15635-RK 	 3	19522138	19523211	1
GA15635-RK 	 4	19523349	19523997	1
GA15635-RK 	 5	19524093	19525936	1
GA15635-RK 	 6	19526319	19526984	1
GA15635-RK 	 7	19527180	19528096	1
GA15635-RK 	 8	19528200	19530821	1
GA15635-RK 	 9	19531104	19531284	1
GA15635-RK 	10	19531448	19536422	1
GA15635-RK 	11	19540816	19542115	1
GA15635-RK 	12	19542300	19542360	1
GA15635-RK 	13	19542601	19542668	1
GA15636-RA 	 1	 3120023	 3120082	1
GA15636-RA 	 2	 3120328	 3120398	1
GA15636-RA 	 3	 3122917	 3122988	1
GA15642-RA 	 1	19615028	19615083	1
GA15642-RA 	 2	19615130	19615187	1
GA15642-RA 	 3	19615367	19615423	1
GA15644-RA 	 1	12972974	12974599	1
GA15644-RA 	 2	12975251	12975335	1
GA15644-RA 	 3	12975642	12975705	1
GA15644-RA 	 4	12976443	12976502	1
GA15644-RA 	 5	12976759	12976926	1
GA15644-RA 	 6	12977260	12977407	1
GA15644-RA 	 7	12977606	12977669	1
GA15644-RA 	 8	12978122	12978184	1
GA15644-RA 	 9	12978610	12982879	1
GA15644-RA 	10	12983892	12983962	1
GA15644-RA 	11	12984184	12985971	1
GA15644-RA 	12	12986121	12986179	1
GA15644-RA 	13	12988275	12988333	1
GA15644-RA 	14	12989830	12989892	1
GA15644-RA 	15	12990073	12990136	1
GA15645-RA 	 1	18637727	18637790	1
GA15645-RA 	 2	18637959	18638014	1
GA15646-RA 	 1	13140852	13140912	1
GA15647-RA 	 1	13232141	13232201	1
GA15647-RA 	 2	13232497	13232544	1
GA15647-RA 	 3	13233742	13233817	1
GA15650-RA 	 1	12313778	12313892	1
GA15650-RA 	 2	12314142	12314221	1
GA15650-RA 	 3	12314702	12314770	1
GA15652-RC 	 1	12247427	12247491	1
GA15652-RC 	 2	12247793	12247848	1
GA15652-RC 	 3	12248126	12248190	1
GA15652-RC 	 4	12248448	12248514	1
GA15652-RC 	 5	12248666	12248741	1
GA15652-RC 	 6	12248973	12250345	1
GA15653-RA 	 1	 4078823	 4078877	1
GA15654-RA 	 1	 4013498	 4015834	1
GA15654-RA 	 2	 4016062	 4016130	1
GA15654-RA 	 3	 4016235	 4016300	1
GA15654-RA 	 4	 4016514	 4017038	1
GA15654-RA 	 5	 4017143	 4017461	1
GA15654-RA 	 6	 4017600	 4018432	1
GA15654-RA 	 7	 4018583	 4018660	1
GA15656-RA 	 1	 3998619	 3998686	1
GA15660-RD 	 1	 8308579	 8310005	1
GA15660-RD 	 2	 8310220	 8310293	1
GA15660-RD 	 3	 8310440	 8310498	1
GA15660-RD 	 4	 8310653	 8310749	1
GA15660-RD 	 5	 8310916	 8311665	1
GA15660-RD 	 6	 8311861	 8311922	1
GA15660-RD 	 7	 8313670	 8346783	1
GA15661-RD 	 1	 4950216	 4950465	1
GA15661-RD 	 2	 4950783	 4950844	1
GA15661-RD 	 3	 4951088	 4951150	1
GA15661-RD 	 4	 4952235	 4952301	1
GA15661-RD 	 5	 4952398	 4954089	1
GA15661-RD 	 6	 4954273	 4955652	1
GA15661-RD 	 7	 4955765	 4955872	1
GA15661-RD 	 8	 4956003	 4956078	1
GA15661-RD 	 9	 4956527	 4957926	1
GA15661-RD 	10	 4958403	 4958469	1
GA15661-RD 	11	 4959380	 4961769	1
GA15661-RD 	12	 4961936	 4961998	1
GA15661-RD 	13	 4962144	 4962207	1
GA15661-RD 	14	 4962384	 4962462	1
GA15661-RD 	15	 4962771	 4962834	1
GA15662-RC 	 1	 4920796	 4921082	1
GA15662-RC 	 2	 4921268	 4921331	1
GA15662-RC 	 3	 4921663	 4921724	1
GA15662-RC 	 4	 4921939	 4922089	1
GA15662-RC 	 5	 4922111	 4922193	1
GA15662-RC 	 6	 4922331	 4922395	1
GA15662-RC 	 7	 4922525	 4925437	1
GA15662-RC 	 8	 4925570	 4926466	1
GA15662-RC 	 9	 4926505	 4926892	1
GA15662-RC 	10	 4926931	 4927184	1
GA15662-RC 	11	 4927253	 4928293	1
GA15664-RA 	 1	 4936660	 4936722	1
GA15664-RA 	 2	 4936800	 4936857	1
GA15664-RA 	 3	 4936968	 4937035	1
GA15664-RA 	 4	 4937670	 4937730	1
GA15664-RA 	 5	 4937865	 4937923	1
GA15664-RA 	 6	 4938174	 4938230	1
GA15666-RA 	 1	11019306	11019363	1
GA15670-RA 	 1	 6089043	 6089104	1
GA15675-RA 	 1	 3867350	 3867419	1
GA15676-RA 	 1	 8420505	 8420584	1
GA15676-RA 	 2	 8420749	 8420811	1
GA15676-RA 	 3	 8420926	 8420995	1
GA15676-RA 	 4	 8421483	 8421548	1
GA15676-RA 	 5	 8422544	 8425306	1
GA15676-RA 	 6	 8425507	 8425588	1
GA15676-RA 	 7	 8425731	 8426576	1
GA15681-RA 	 1	 8485073	 8485134	1
GA15681-RA 	 2	 8485248	 8485316	1
GA15681-RA 	 3	 8485468	 8485537	1
GA15682-RA 	 1	 3853394	 3853449	1
GA15683-RA 	 1	 1157353	 1157425	1
GA15683-RA 	 2	 1157593	 1157664	1
GA15684-RA 	 1	 1148526	 1148596	1
GA15685-RA 	 1	 1076529	 1080085	1
GA15685-RA 	 2	 1080254	 1080724	1
GA15685-RA 	 3	 1080835	 1083559	1
GA15685-RA 	 4	 1083754	 1087436	1
GA15685-RA 	 5	 1087567	 1087643	1
GA15688-RA 	 1	 1172091	 1172154	1
GA15688-RA 	 2	 1172320	 1172381	1
GA15689-RA 	 1	  807052	  807110	1
GA15693-RC 	 1	18258443	18258772	1
GA15693-RC 	 2	18259213	18259268	1
GA15693-RC 	 3	18259347	18259399	1
GA15694-RA 	 1	 9544325	 9544481	1
GA15695-RB 	 1	 1656340	 1656396	1
GA15695-RB 	 2	 1657088	 1657145	1
GA15695-RB 	 3	 1658118	 1658175	1
GA15695-RB 	 4	 1658524	 1659814	1
GA15697-RA 	 1	 9471122	 9471210	1
GA15698-RA 	 1	 9473563	 9475671	1
GA15703-RA 	 1	 9418710	 9418772	1
GA15703-RA 	 2	 9419088	 9419159	1
GA15703-RA 	 3	 9419457	 9419556	1
GA15703-RA 	 4	 9419642	 9419730	1
GA15703-RA 	 5	 9419828	 9419964	1
GA15703-RA 	 6	 9420068	 9420634	1
GA15703-RA 	 7	 9420795	 9420905	1
GA15705-RA 	 1	14756459	14756524	2
GA15705-RA 	 2	14756880	14757160	2
GA15705-RA 	 3	14757240	14757302	2
GA15705-RA 	 4	14757407	14757466	2
GA15705-RA 	 5	14757564	14757621	2
GA15707-RB 	 1	 2762265	 2762324	1
GA15707-RB 	 2	 2762784	 2762859	1
GA15707-RB 	 3	 2763578	 2763786	1
GA15707-RB 	 4	 2764791	 2766230	1
GA15707-RB 	 5	 2767089	 2767149	1
GA15707-RB 	 6	 2767360	 2767558	1
GA15707-RB 	 7	 2768417	 2768471	1
GA15709-RA 	 1	 2916769	 2916829	1
GA15709-RA 	 2	 2917136	 2917200	1
GA15710-RA 	 1	13759099	13759160	1
GA15713-RA 	 1	13733849	13734253	1
GA15713-RA 	 2	13735131	13735193	1
GA15716-RA 	 1	13736478	13736539	2
GA15717-RA 	 1	13800511	13800574	1
GA15717-RA 	 2	13800656	13800714	1
GA15720-RA 	 1	13057056	13057123	1
GA15722-RA 	 1	12043842	12044146	1
GA15722-RA 	 2	12044321	12044400	1
GA15722-RA 	 3	12044464	12044548	1
GA15726-RB 	 1	13051368	13051432	1
GA15727-RB 	 1	13056066	13056135	1
GA15731-RB 	 1	13003508	13003581	1
GA15731-RB 	 2	13003835	13003895	1
GA15731-RB 	 3	13004120	13004933	1
GA15731-RB 	 4	13005498	13005550	1
GA15735-RA 	 1	12865226	12865288	2
GA15735-RA 	 2	12866363	12866426	2
GA15735-RA 	 3	12866564	12866884	2
GA15737-RE 	 1	12991107	12991166	2
GA15737-RE 	 2	12991413	12991485	2
GA15737-RE 	 3	12991650	12991699	2
GA15737-RE 	 4	12992263	12992324	2
GA15737-RE 	 5	12992562	12992624	2
GA15737-RE 	 6	12992909	12992974	2
GA15737-RE 	 7	12993168	12993226	2
GA15737-RE 	 8	12993574	12993630	2
GA15737-RE 	 9	12993930	12993988	2
GA15737-RE 	10	12994174	12994233	2
GA15737-RE 	11	12994380	12994432	2
GA15737-RE 	12	12994575	12994632	2
GA15737-RE 	13	12994936	12995011	2
GA15738-RA 	 1	13039390	13039449	1
GA15740-RB 	 1	12870643	12870698	2
GA15740-RB 	 2	12870797	12870857	2
GA15740-RB 	 3	12871122	12871192	2
GA15740-RB 	 4	12871685	12871741	2
GA15740-RB 	 5	12871814	12874428	2
GA15740-RB 	 6	12874550	12874900	2
GA15740-RB 	 7	12875059	12875137	2
GA15740-RB 	 8	12875292	12875368	2
GA15740-RB 	 9	12875516	12875725	2
GA15740-RB 	10	12875924	12878048	2
GA15740-RB 	11	12878230	12878377	2
GA15740-RB 	12	12878470	12878538	2
GA15740-RB 	13	12878707	12878764	2
GA15740-RB 	14	12879077	12879129	2
GA15740-RB 	15	12879291	12879810	2
GA15740-RB 	16	12879871	12881122	2
GA15741-RA 	 1	12868059	12868127	2
GA15741-RA 	 2	12869220	12869279	2
GA15741-RA 	 3	12869417	12869725	2
GA15742-RA 	 1	13040154	13040213	1
GA15742-RA 	 2	13040350	13040414	1
GA15743-RA 	 1	12873651	12873893	1
GA15744-RA 	 1	12995595	12995656	2
GA15744-RA 	 2	12995867	12995918	2
GA15744-RA 	 3	12996171	12996234	2
GA15744-RA 	 4	12996399	12996460	2
GA15744-RA 	 5	12997045	12997100	2
GA15744-RA 	 6	12997338	12997395	2
GA15744-RA 	 7	12997680	12997731	2
GA15744-RA 	 8	12998302	12998368	2
GA15744-RA 	 9	12998653	12998717	2
GA15744-RA 	10	12998849	12998908	2
GA15744-RA 	11	12999017	12999076	2
GA15744-RA 	12	12999380	12999432	2
GA15744-RA 	13	12999748	12999810	2
GA15746-RA 	 1	15043282	15043346	1
GA15749-RA 	 1	19364766	19364832	1
GA15749-RA 	 2	19365344	19365401	1
GA15751-RA 	 1	14121622	14121683	1
GA15753-RA 	 1	 9541817	 9541899	1
GA15753-RA 	 2	 9541992	 9542098	1
GA15754-RA 	 1	15150434	15150491	1
GA15754-RA 	 2	15150632	15150699	1
GA15755-RA 	 1	17525047	17525115	1
GA15755-RA 	 2	17525971	17526620	1
GA15755-RA 	 3	17526796	17526863	1
GA15757-RA 	 1	 8678563	 8678899	1
GA15757-RA 	 2	 8679053	 8679975	1
GA15757-RA 	 3	 8680077	 8681936	1
GA15757-RA 	 4	 8682240	 8682303	1
GA15757-RA 	 5	 8682363	 8683433	1
GA15757-RA 	 6	 8683581	 8684342	1
GA15757-RA 	 7	 8684914	 8685194	1
GA15757-RA 	 8	 8685407	 8685475	1
GA15766-RA 	 1	13760488	13760547	1
GA15770-RA 	 1	 7463411	 7463792	1
GA15770-RA 	 2	 7464166	 7464229	1
GA15774-RA 	 1	 2550690	 2550750	1
GA15774-RA 	 2	 2550836	 2550891	1
GA15774-RA 	 3	 2551049	 2551106	1
GA15775-RA 	 1	 7984864	 7984924	1
GA15775-RA 	 2	 7985041	 7985541	1
GA15775-RA 	 3	 7985693	 7985749	1
GA15775-RA 	 4	 7985934	 7985991	1
GA15775-RA 	 5	 7986179	 7986241	1
GA15775-RA 	 6	 7986378	 7986442	1
GA15775-RA 	 7	 7986770	 7986839	1
GA15775-RA 	 8	 7986997	 7987053	1
GA15776-RA 	 1	 7987977	 7988034	1
GA15776-RA 	 2	 7988151	 7988658	1
GA15776-RA 	 3	 7988810	 7988868	1
GA15776-RA 	 4	 7989240	 7989301	1
GA15776-RA 	 5	 7989438	 7989508	1
GA15776-RA 	 6	 7989993	 7990055	1
GA15777-RA 	 1	 6945903	 6945962	1
GA15777-RA 	 2	 6946064	 6947116	1
GA15777-RA 	 3	 6947267	 6947329	1
GA15777-RA 	 4	 6947459	 6947516	1
GA15777-RA 	 5	 6948000	 6948054	1
GA15777-RA 	 6	 6948585	 6948643	1
GA15781-RC 	 1	 7054322	 7054402	1
GA15783-RB 	 1	 7096497	 7096556	1
GA15783-RB 	 2	 7096696	 7096768	1
GA15783-RB 	 3	 7096959	 7100059	1
GA15787-RA 	 1	 2334771	 2334829	1
GA15787-RA 	 2	 2335426	 2335485	1
GA15794-RA 	 1	 2139728	 2139790	1
GA15794-RA 	 2	 2139957	 2140017	1
GA15794-RA 	 3	 2140117	 2140181	1
GA15795-RA 	 1	 9269423	 9269490	1
GA15795-RA 	 2	 9269680	 9269964	1
GA15795-RA 	 3	 9270022	 9270149	1
GA15795-RA 	 4	 9270227	 9270284	1
GA15795-RA 	 5	 9271111	 9271181	1
GA15795-RA 	 6	 9271302	 9271372	1
GA15795-RA 	 7	 9271854	 9271921	1
GA15795-RA 	 8	 9272358	 9272412	1
GA15795-RA 	 9	 9272862	 9272928	1
GA15795-RA 	10	 9273270	 9273358	1
GA15795-RA 	11	 9273505	 9273562	1
GA15795-RA 	12	 9273636	 9276135	1
GA15796-RA 	 1	 2033840	 2033902	1
GA15797-RA 	 1	 2138150	 2138213	1
GA15797-RA 	 2	 2138383	 2138439	1
GA15797-RA 	 3	 2138873	 2138924	1
GA15799-RB 	 1	 6745970	 6752308	1
GA15799-RB 	 2	 6754425	 6759267	1
GA15799-RB 	 3	 6759767	 6768752	1
GA15801-RA 	 1	 6712762	 6712823	1
GA15801-RA 	 2	 6713081	 6713709	1
GA15804-RA 	 1	 6728512	 6728571	1
GA15804-RA 	 2	 6728705	 6728763	1
GA15804-RA 	 3	 6728913	 6728979	1
GA15805-RA 	 1	 8371037	 8371094	1
GA15805-RA 	 2	 8371272	 8371326	1
GA15808-RB 	 1	17659004	17659075	1
GA15808-RB 	 2	17659305	17659368	1
GA15808-RB 	 3	17661124	17661189	1
GA15808-RB 	 4	17661440	17661505	1
GA15808-RB 	 5	17661675	17667566	1
GA15809-RC 	 1	17681093	17681165	1
GA15809-RC 	 2	17681359	17681423	1
GA15809-RC 	 3	17682092	17682164	1
GA15809-RC 	 4	17682270	17682350	1
GA15809-RC 	 5	17682714	17683384	1
GA15809-RC 	 6	17683963	17684028	1
GA15809-RC 	 7	17684156	17684231	1
GA15809-RC 	 8	17684359	17684422	1
GA15809-RC 	 9	17684568	17685505	1
GA15811-RA 	 1	13425193	13425247	1
GA15811-RA 	 2	13425477	13425533	1
GA15811-RA 	 3	13425692	13425761	1
GA15813-RA 	 1	13426825	13426884	1
GA15813-RA 	 2	13427103	13427173	1
GA15814-RA 	 1	13390704	13390762	1
GA15814-RA 	 2	13390912	13390967	1
GA15814-RA 	 3	13391105	13391158	1
GA15816-RA 	 1	15432471	15432522	1
GA15821-RB 	 1	15176073	15177308	1
GA15827-RA 	 1	14637757	14637834	2
GA15829-RA 	 1	14612917	14612985	1
GA15831-RA 	 1	18540155	18540211	1
GA15831-RA 	 2	18540353	18540425	1
GA15831-RA 	 3	18540560	18540627	1
GA15831-RA 	 4	18541307	18541373	1
GA15831-RA 	 5	18541624	18541699	1
GA15831-RA 	 6	18541786	18549158	1
GA15834-RB 	 1	 4227202	 4227282	1
GA15834-RB 	 2	 4228149	 4228216	1
GA15834-RB 	 3	 4230048	 4230117	1
GA15834-RB 	 4	 4230388	 4230464	1
GA15834-RB 	 5	 4230684	 4232321	1
GA15834-RB 	 6	 4232409	 4238942	1
GA15837-RB 	 1	 1962257	 1962316	1
GA15837-RB 	 2	 1962626	 1962684	1
GA15837-RB 	 3	 1962890	 1962956	1
GA15840-RB 	 1	 3522880	 3522936	1
GA15840-RB 	 2	 3523118	 3523170	1
GA15840-RB 	 3	 3523430	 3523487	1
GA15841-RA 	 1	 3534998	 3535056	1
GA15842-RA 	 1	18021133	18021192	1
GA15847-RE 	 1	  106836	  106968	1
GA15847-RE 	 2	  107096	  108715	1
GA15847-RE 	 3	  109169	  109248	1
GA15847-RE 	 4	  109447	  109506	1
