Transcript	Intron_No	Beg	End
GA13517-RE 	 6	11000293	11001472	1
GA13517-RE 	 7	11001869	11001928	1
GA13517-RE 	 8	11002081	11002140	1
GA13517-RE 	 9	11002243	11002312	1
GA13517-RE 	10	11002488	11002552	1
GA13517-RE 	11	11002689	11002744	1
GA13517-RE 	12	11002832	11003358	1
GA13517-RE 	13	11003481	11003594	1
GA13517-RE 	14	11003701	11003772	1
GA13539-RA 	 1	17140393	17140464	1
GA13539-RA 	 2	17141495	17141560	1
GA13539-RA 	 3	17141821	17141880	1
GA13539-RA 	 4	17142279	17142810	1
GA13539-RA 	 5	17142859	17143428	1
GA13539-RA 	 6	17144939	17145006	1
GA13588-RA 	 1	18196684	18196742	1
GA13588-RA 	 2	18196932	18196988	1
GA13590-RB 	 1	  994470	  995098	1
GA13590-RB 	 2	  995386	  995813	1
GA13590-RB 	 3	  995887	  996007	1
GA13590-RB 	 4	  997159	  997445	1
GA13590-RB 	 5	  998122	  998275	1
GA13591-RA 	 1	  971742	  971797	1
GA13591-RA 	 2	  971886	  971949	1
GA13759-RA 	 1	 2550485	 2550545	1
GA13787-RA 	 1	 2563114	 2563186	1
GA13787-RA 	 2	 2564199	 2564257	1
GA13787-RA 	 3	 2564391	 2564698	1
GA13844-RD 	 1	 7342935	 7343368	1
GA13844-RD 	 2	 7343577	 7343628	1
GA13844-RD 	 3	 7343811	 7343876	1
GA13844-RD 	 4	 7344077	 7344414	1
GA13844-RD 	 5	 7345229	 7345295	1
GA13844-RD 	 6	 7345499	 7345556	1
GA13844-RD 	 7	 7345961	 7346342	1
GA13844-RD 	 8	 7346694	 7346757	1
GA13844-RD 	 9	 7347470	 7347946	1
GA13844-RD 	10	 7348044	 7348108	1
GA13844-RD 	11	 7348298	 7348354	1
GA13847-RC 	 1	16597124	16597581	1
GA13847-RC 	 2	16597719	16597805	1
GA13847-RC 	 3	16598140	16601136	1
GA13847-RC 	 4	16601224	16601285	1
GA13847-RC 	 5	16601391	16601448	1
GA13847-RC 	 6	16601581	16601644	1
GA13848-RA 	 1	 6801705	 6801774	1
GA13848-RA 	 2	 6801953	 6802032	1
GA13849-RB 	 1	11187308	11187432	1
GA13849-RB 	 2	11187577	11187632	1
GA13849-RB 	 3	11187711	11187771	1
GA13849-RB 	 4	11187934	11187998	1
GA13849-RB 	 5	11188317	11189765	1
GA13850-RA 	 1	19085685	19085749	1
GA13851-RA 	 1	19089101	19089159	1
GA13869-RA 	 1	 8289983	 8290671	1
GA13869-RA 	 2	 8290846	 8290914	1
GA13870-RA 	 1	14639312	14639364	1
GA13871-RA 	 1	17496098	17496155	1
GA13871-RA 	 2	17496273	17496332	1
GA13872-RA 	 1	17580973	17581029	1
GA13875-RA 	 1	17678842	17678901	1
GA13876-RA 	 1	 3558266	 3558546	1
GA13876-RA 	 2	 3558691	 3558754	1
GA13876-RA 	 3	 3558960	 3559022	1
GA13876-RA 	 4	 3559209	 3559296	1
GA13876-RA 	 5	 3559453	 3559520	1
GA13878-RA 	 1	 3576321	 3576379	1
GA13878-RA 	 2	 3576859	 3576914	1
GA13878-RA 	 3	 3577377	 3577437	1
GA13878-RA 	 4	 3577597	 3577651	1
GA13881-RA 	 1	19439410	19439474	1
GA13881-RA 	 2	19439605	19439898	1
GA13881-RA 	 3	19440066	19440133	1
GA13881-RA 	 4	19440635	19440688	1
GA13881-RA 	 5	19441363	19441426	1
GA13881-RA 	 6	19441561	19441617	1
GA13881-RA 	 7	19442092	19442147	1
GA13882-RC 	 1	15659877	15659945	1
GA13882-RC 	 2	15661462	15661518	1
GA13882-RC 	 3	15661792	15661855	1
GA13882-RC 	 4	15662877	15662931	1
GA13882-RC 	 5	15663053	15663117	1
GA13882-RC 	 6	15663283	15663346	1
GA13885-RB 	 1	19421187	19421677	1
GA13885-RB 	 2	19421761	19425773	1
GA13885-RB 	 3	19425877	19425943	1
GA13885-RB 	 4	19426127	19426956	1
GA13885-RB 	 5	19427170	19427257	1
GA13885-RB 	 6	19428486	19430145	1
GA13885-RB 	 7	19430343	19434117	1
GA13885-RB 	 8	19434228	19434299	1
GA13885-RB 	 9	19434450	19434511	1
GA13885-RB 	10	19434757	19434825	1
GA13886-RC 	 1	15783553	15784012	1
GA13886-RC 	 2	15784190	15784976	1
GA13887-RA 	 1	 3017290	 3017349	1
GA13887-RA 	 2	 3017695	 3018096	1
GA13898-RC 	 1	18962484	18963368	1
GA13898-RC 	 2	18963550	18965723	1
GA13898-RC 	 3	18966016	18966160	1
GA13898-RC 	 4	18966646	18966718	1
GA13898-RC 	 5	18966811	18967244	1
GA13898-RC 	 6	18967458	18967516	1
GA13899-RA 	 1	10537649	10538051	1
GA13899-RA 	 2	10540104	10540161	1
GA13901-RA 	 1	 3978930	 3978989	1
GA13904-RA 	 1	 4019768	 4019822	1
GA13908-RA 	 1	 3769217	 3769279	1
GA13944-RA 	 1	 6557908	 6557973	1
GA13944-RA 	 2	 6558123	 6558178	1
GA13959-RA 	 1	 1994795	 1995395	1
GA13959-RA 	 2	 1995560	 1995624	1
GA13959-RA 	 3	 1996921	 1996992	1
GA13959-RA 	 4	 1997524	 1997579	1
GA13959-RA 	 5	 2000625	 2000697	1
GA13959-RA 	 6	 2000791	 2001072	1
GA13959-RA 	 7	 2001187	 2001824	1
GA13959-RA 	 8	 2001849	 2004653	1
GA13959-RA 	 9	 2004776	 2009061	1
GA13959-RA 	10	 2009219	 2015025	1
GA13959-RA 	11	 2015242	 2021291	1
GA13980-RA 	 1	13392603	13392658	1
GA13980-RA 	 2	13392751	13392817	1
GA13980-RA 	 3	13393682	13393742	1
GA13983-RA 	 1	  815200	  815283	1
GA13983-RA 	 2	  815473	  816651	1
GA13983-RA 	 3	  816937	  816996	1
GA13987-RA 	 1	 1936988	 1937040	1
GA13987-RA 	 2	 1937152	 1937203	1
GA13988-RA 	 1	 6104734	 6105743	1
GA13988-RA 	 2	 6105930	 6105988	1
GA13988-RA 	 3	 6106065	 6106128	1
GA13988-RA 	 4	 6106277	 6106401	1
GA13988-RA 	 5	 6106498	 6107219	1
GA13988-RA 	 6	 6107321	 6107494	1
GA13988-RA 	 7	 6107674	 6112028	1
GA13989-RA 	 1	10925781	10925833	1
GA14016-RC 	 1	12668831	12668922	1
GA14018-RA 	 1	  818187	  818238	1
GA14019-RA 	 1	  836352	  836413	1
GA14025-RA 	 1	16614672	16614730	1
GA14025-RA 	 2	16615456	16615519	1
GA14026-RA 	 1	11186329	11186422	1
GA14038-RA 	 1	12320007	12320099	1
GA14038-RA 	 2	12320218	12320284	1
GA14038-RA 	 3	12320726	12320783	1
GA14039-RA 	 1	12196718	12196776	1
GA14039-RA 	 2	12196845	12196915	1
GA14039-RA 	 3	12197145	12197207	1
GA14040-RA 	 1	12330326	12331470	1
GA14040-RA 	 2	12332290	12332366	1
GA14041-RB 	 1	12345111	12345177	1
GA14041-RB 	 2	12345532	12345589	1
GA14042-RB 	 1	12347091	12347148	1
GA14042-RB 	 2	12347410	12347463	1
GA14042-RB 	 3	12347827	12347880	1
GA14043-RC 	 1	12348962	12349032	1
GA14043-RC 	 2	12349395	12349462	1
GA14043-RC 	 3	12349826	12349881	1
GA14047-RA 	 1	12362109	12362169	1
GA14047-RA 	 2	12362481	12362536	1
GA14047-RA 	 3	12363460	12363519	1
GA14047-RA 	 4	12363892	12363956	1
GA14047-RA 	 5	12364324	12364390	1
GA14047-RA 	 6	12364844	12364897	1
GA14051-RA 	 1	12369067	12369331	1
GA14053-RA 	 1	 7967977	 7971282	1
GA14054-RC 	 1	12375188	12375250	1
GA14054-RC 	 2	12377253	12377317	1
GA14054-RC 	 3	12377471	12377559	1
GA14055-RA 	 1	 7974198	 7974259	1
GA14055-RA 	 2	 7974482	 7974548	1
GA14055-RA 	 3	 7976107	 7976191	1
GA14055-RA 	 4	 7976316	 7976383	1
GA14055-RA 	 5	 7976522	 7976588	1
GA14055-RA 	 6	 7977010	 7977085	1
GA14055-RA 	 7	 7977742	 7977797	1
GA14055-RA 	 8	 7978092	 7978163	1
GA14072-RC 	 1	 8773045	 8774025	1
GA14072-RC 	 2	 8774038	 8781589	1
GA14072-RC 	 3	 8781773	 8781843	1
GA14073-RA 	 1	 9816404	 9816472	1
GA14073-RA 	 2	 9816727	 9818743	1
GA14083-RA 	 1	 7945198	 7945252	1
GA14085-RA 	 1	12195182	12195243	1
GA14085-RA 	 2	12195864	12195933	1
GA14085-RA 	 3	12196221	12196285	1
GA14087-RB 	 1	17133206	17133258	1
GA14087-RB 	 2	17133705	17133762	1
GA14087-RB 	 3	17133868	17133927	1
GA14087-RB 	 4	17134211	17134269	1
GA14095-RA 	 1	17137094	17137149	1
GA14100-RA 	 1	12617931	12617996	1
GA14100-RA 	 2	12618151	12618234	1
GA14100-RA 	 3	12619849	12619904	1
GA14104-RB 	 1	 6054054	 6054127	1
GA14104-RB 	 2	 6054830	 6057197	1
GA14104-RB 	 3	 6057332	 6059523	1
GA14104-RB 	 4	 6059634	 6072357	1
GA14104-RB 	 5	 6072548	 6072618	1
GA14104-RB 	 6	 6072757	 6078099	1
GA14104-RB 	 7	 6078373	 6082051	1
GA14104-RB 	 8	 6082916	 6083762	1
GA14111-RB 	 1	16106233	16106294	1
GA14111-RB 	 2	16106452	16106523	1
GA14111-RB 	 3	16106610	16106675	1
GA14111-RB 	 4	16106967	16107360	1
GA14111-RB 	 5	16107552	16107633	1
GA14111-RB 	 6	16108031	16108098	1
GA14118-RA 	 1	10296838	10296902	1
GA14121-RA 	 1	 8640594	 8640649	2
GA14121-RA 	 2	 8640790	 8640848	2
GA14121-RA 	 3	 8641044	 8641097	2
GA14145-RA 	 1	 1783957	 1785335	1
GA14145-RA 	 2	 1785437	 1785499	1
GA14145-RA 	 3	 1785708	 1785779	1
GA14145-RA 	 4	 1785980	 1786042	1
GA14145-RA 	 5	 1786188	 1786249	1
GA14145-RA 	 6	 1786366	 1788018	1
GA14148-RB 	 1	 7664515	 7664592	1
GA14148-RB 	 2	 7664707	 7664823	1
GA14148-RB 	 3	 7665449	 7665538	1
GA14148-RB 	 4	 7666044	 7666134	1
GA14173-RB 	 1	18314516	18314576	1
GA14185-RA 	 1	 9823499	 9823555	1
GA14185-RA 	 2	 9824304	 9824364	1
GA14185-RA 	 3	 9825040	 9825096	1
GA14185-RA 	 4	 9825676	 9825743	1
GA14192-RC 	 1	14282092	14283333	1
GA14192-RC 	 2	14283824	14285975	1
GA14192-RC 	 3	14286597	14286706	1
GA14192-RC 	 4	14286828	14289628	1
GA14192-RC 	 5	14289943	14290754	1
GA14192-RC 	 6	14290995	14292414	1
GA14203-RA 	 1	10749146	10749195	1
GA14203-RA 	 2	10751612	10751672	1
GA14203-RA 	 3	10751787	10751849	1
GA14205-RA 	 1	14273781	14273854	1
GA14213-RB 	 1	10853943	10854006	1
GA14213-RB 	 2	10854110	10854171	1
GA14213-RB 	 3	10854480	10854671	1
GA14213-RB 	 4	10854834	10854906	1
GA14213-RB 	 5	10855273	10855333	1
GA14214-RA 	 1	10857878	10857947	1
GA14214-RA 	 2	10858281	10858335	1
GA14214-RA 	 3	10858911	10858986	1
GA14214-RA 	 4	10859176	10859240	1
GA14215-RA 	 1	10860975	10861033	1
GA14224-RA 	 1	10867091	10867175	1
GA14224-RA 	 2	10867413	10867495	1
GA14224-RA 	 3	10868257	10868336	1
GA14224-RA 	 4	10868659	10868728	1
GA14224-RA 	 5	10868819	10869063	1
GA14224-RA 	 6	10869127	10869294	1
GA14224-RA 	 7	10869493	10869548	1
GA14224-RA 	 8	10870038	10870100	1
GA14224-RA 	 9	10870290	10870366	1
GA14224-RA 	10	10870436	10872254	1
GA14224-RA 	11	10872823	10872888	1
GA14226-RA 	 1	10875182	10875251	1
GA14253-RA 	 1	14307537	14309172	1
GA14253-RA 	 2	14309647	14309802	1
GA14253-RA 	 3	14310032	14310093	1
GA14253-RA 	 4	14310469	14310526	1
GA14253-RA 	 5	14311171	14311226	1
GA14268-RC 	 1	 1163243	 1163285	1
GA14268-RC 	 2	 1163398	 1163688	1
GA14268-RC 	 3	 1163740	 1163862	1
GA14268-RC 	 4	 1164345	 1164421	1
GA14274-RA 	 1	14349772	14349839	1
GA14274-RA 	 2	14349980	14350053	1
GA14274-RA 	 3	14351600	14351658	1
GA14274-RA 	 4	14351817	14351957	1
GA14289-RC 	 1	  772726	  772799	1
GA14289-RC 	 2	  772868	  772925	1
GA14289-RC 	 3	  773693	  774445	1
GA14289-RC 	 4	  774538	  774654	1
GA14289-RC 	 5	  774807	  776782	1
GA14294-RA 	 1	  730280	  730347	1
GA14294-RA 	 2	  730542	  730610	1
GA14294-RA 	 3	  731230	  731307	1
GA14295-RB 	 1	  671038	  671145	1
GA14303-RA 	 1	 6678692	 6678773	1
GA14307-RB 	 1	 8233016	 8233067	1
GA14314-RA 	 1	 1545041	 1545110	1
GA14314-RA 	 2	 1545527	 1545591	1
GA14314-RA 	 3	 1546304	 1546364	1
GA14333-RA 	 1	 1553119	 1553182	1
GA14333-RA 	 2	 1553535	 1553604	1
GA14333-RA 	 3	 1553684	 1553754	1
GA14333-RA 	 4	 1553896	 1553953	1
GA14333-RA 	 5	 1554098	 1554168	1
GA14333-RA 	 6	 1554332	 1554400	1
GA14333-RA 	 7	 1554534	 1554778	1
GA14333-RA 	 8	 1554834	 1554894	1
GA14401-RA 	 1	 9038869	 9038929	1
GA14410-RA 	 1	 2788225	 2789397	1
GA14410-RA 	 2	 2790996	 2791055	1
GA14410-RA 	 3	 2791207	 2791269	1
GA14414-RA 	 1	11832599	11832661	1
GA14414-RA 	 2	11833020	11833084	1
GA14426-RA 	 1	  827867	  827924	1
GA14437-RA 	 1	 9571782	 9571907	1
GA14468-RA 	 1	  230552	  231018	1
GA14468-RA 	 2	  231788	  231850	1
GA14468-RA 	 3	  231919	  231981	1
GA14468-RA 	 4	  232247	  232311	1
GA14468-RA 	 5	  232564	  232620	1
GA14497-RA 	 1	 4387786	 4387843	1
GA14497-RA 	 2	 4388404	 4388458	1
GA14500-RB 	 1	 4355376	 4355586	1
GA14500-RB 	 2	 4355920	 4361466	1
GA14502-RA 	 1	 4334713	 4334806	1
GA14502-RA 	 2	 4334950	 4336626	1
GA14502-RA 	 3	 4337067	 4338274	1
GA14533-RA 	 1	 6578552	 6578614	1
GA14533-RA 	 2	 6578906	 6578980	1
GA14533-RA 	 3	 6579247	 6579306	1
GA14533-RA 	 4	 6579387	 6579451	1
GA14533-RA 	 5	 6579589	 6579644	1
GA14533-RA 	 6	 6580485	 6580544	1
GA14533-RA 	 7	 6580639	 6580700	1
GA14533-RA 	 8	 6580965	 6581034	1
GA14533-RA 	 9	 6581777	 6581848	1
GA14533-RA 	10	 6582018	 6582086	1
GA14533-RA 	11	 6582295	 6582354	1
GA14533-RA 	12	 6582741	 6582799	1
GA14562-RC 	 1	14775017	14775109	1
GA14562-RC 	 2	14775173	14775242	1
GA14562-RC 	 3	14775367	14780832	1
GA14563-RB 	 1	14770868	14770914	1
GA14563-RB 	 2	14771355	14771411	1
GA14564-RA 	 1	14766437	14766487	1
GA14565-RA 	 1	14718293	14720892	1
GA14565-RA 	 2	14721293	14728262	1
GA14565-RA 	 3	14728821	14728928	1
GA14566-RA 	 1	14768497	14768559	2
GA14566-RA 	 2	14768943	14769002	2
GA14566-RA 	 3	14769213	14769276	2
GA14596-RB 	 1	17901569	17901640	1
GA14596-RB 	 2	17901794	17901863	1
GA14596-RB 	 3	17902008	17902079	1
GA14600-RC 	 1	 1732326	 1732400	1
GA14622-RC 	 1	14475344	14475409	1
GA14622-RC 	 2	14475589	14486377	1
GA14622-RC 	 3	14486579	14486997	1
GA14622-RC 	 4	14487124	14493637	1
GA14622-RC 	 5	14493768	14494012	1
GA14622-RC 	 6	14494153	14497237	1
GA14622-RC 	 7	14497395	14498151	1
GA14622-RC 	 8	14498379	14498447	1
GA14622-RC 	 9	14498626	14503602	1
GA14622-RC 	10	14504439	14548070	1
GA14624-RA 	 1	14237702	14237772	1
GA14624-RA 	 2	14238189	14239304	1
GA14628-RA 	 1	 8001931	 8002282	1
GA14646-RA 	 1	12120892	12120934	1
GA14646-RA 	 2	12121576	12121629	1
GA14650-RF 	 1	12406889	12407255	1
GA14650-RF 	 2	12407410	12407482	1
GA14650-RF 	 3	12407613	12407885	1
GA14650-RF 	 4	12408015	12408608	1
GA14650-RF 	 5	12408764	12408821	1
GA14650-RF 	 6	12409007	12409293	1
GA14655-RA 	 1	16239697	16239763	1
GA14655-RA 	 2	16239908	16240117	1
GA14655-RA 	 3	16240329	16240384	1
GA14672-RJ 	 1	 1479934	 1480690	1
GA14672-RJ 	 2	 1480703	 1480879	1
GA14672-RJ 	 3	 1480947	 1481741	1
GA14672-RJ 	 4	 1481757	 1481953	1
GA14672-RJ 	 5	 1482113	 1482187	1
GA14672-RJ 	 6	 1482369	 1482420	1
GA14672-RJ 	 7	 1482732	 1483077	1
GA14672-RJ 	 8	 1483228	 1483955	1
GA14672-RJ 	 9	 1484124	 1485478	1
GA14672-RJ 	10	 1485692	 1488417	1
GA14672-RJ 	11	 1488585	 1488658	1
GA14672-RJ 	12	 1488836	 1488900	1
GA14672-RJ 	13	 1489010	 1489076	1
GA14672-RJ 	14	 1489761	 1489823	1
GA14672-RJ 	15	 1489980	 1490049	1
GA14672-RJ 	16	 1491277	 1491340	1
GA14672-RJ 	17	 1491461	 1494837	1
GA14672-RJ 	18	 1495126	 1506959	1
GA14672-RJ 	19	 1507122	 1507189	1
GA14672-RJ 	20	 1508035	 1518114	1
GA14672-RJ 	21	 1518239	 1520827	1
GA14672-RJ 	22	 1520978	 1525709	1
GA14672-RJ 	23	 1525872	 1527869	1
GA14672-RJ 	24	 1528215	 1536960	1
GA14679-RA 	 1	10628253	10628321	1
GA14679-RA 	 2	10628471	10628532	1
GA14679-RA 	 3	10628622	10629463	1
GA14679-RA 	 4	10629472	10629532	1
GA14679-RA 	 5	10629605	10629664	1
GA14679-RA 	 6	10629795	10629852	1
GA14681-RA 	 1	14211799	14211872	1
GA14681-RA 	 2	14212182	14212260	1
GA14681-RA 	 3	14213980	14214599	1
GA14683-RA 	 1	 3424258	 3424333	1
GA14683-RA 	 2	 3424519	 3424578	1
GA14690-RA 	 1	 4549002	 4577906	1
GA14690-RA 	 2	 4577913	 4579196	1
GA14690-RA 	 3	 4579349	 4579477	1
GA14700-RA 	 1	13395637	13395689	1
GA14700-RA 	 2	13396048	13396097	1
GA14726-RA 	 1	15156915	15156983	1
GA14738-RA 	 1	15179464	15179650	1
GA14750-RB 	 1	 7828825	 7828888	1
GA14750-RB 	 2	 7829211	 7829272	1
GA14750-RB 	 3	 7829880	 7829948	1
GA14750-RB 	 4	 7830233	 7835495	1
GA14751-RA 	 1	 7826989	 7827043	1
GA14751-RA 	 2	 7827147	 7827207	1
GA14751-RA 	 3	 7827421	 7827486	1
GA14751-RA 	 4	 7828234	 7828280	1
GA14754-RA 	 1	12217095	12217178	1
GA14754-RA 	 2	12217739	12219739	1
GA14757-RA 	 1	18025226	18025283	1
GA14760-RA 	 1	 8423923	 8424035	1
GA14760-RA 	 2	 8424229	 8424279	1
GA14760-RA 	 3	 8424403	 8424461	1
GA14766-RA 	 1	 6883613	 6883667	1
GA14766-RA 	 2	 6883818	 6883883	1
GA14766-RA 	 3	 6884146	 6884204	1
GA14766-RA 	 4	 6884358	 6884420	1
GA14766-RA 	 5	 6884565	 6884629	1
GA14766-RA 	 6	 6884766	 6884827	1
GA14766-RA 	 7	 6885284	 6885341	1
GA14766-RA 	 8	 6885529	 6885586	1
GA14766-RA 	 9	 6885820	 6885877	1
GA14778-RA 	 1	10526684	10526765	1
GA14778-RA 	 2	10527129	10527208	1
GA14779-RA 	 1	10513079	10513136	1
GA14786-RA 	 1	15895102	15895288	1
GA14786-RA 	 2	15896443	15896520	1
GA14795-RA 	 1	10843834	10843896	1
GA14796-RA 	 1	11537816	11537870	1
GA14829-RA 	 1	14104963	14105099	1
GA14829-RA 	 2	14105844	14105897	1
GA14831-RA 	 1	10696343	10696490	1
GA14831-RA 	 2	10696722	10700370	1
GA14834-RA 	 1	 5821757	 5821817	1
GA14837-RA 	 1	14107487	14107545	1
GA14851-RB 	 1	 4281249	 4281565	1
GA14851-RB 	 2	 4281594	 4289928	1
GA14851-RB 	 3	 4290083	 4290145	1
GA14851-RB 	 4	 4290285	 4290350	1
GA14851-RB 	 5	 4290461	 4290530	1
GA14851-RB 	 6	 4291062	 4291141	1
GA14851-RB 	 7	 4291295	 4291347	1
GA14851-RB 	 8	 4291633	 4291685	1
GA14851-RB 	 9	 4291985	 4292054	1
GA14851-RB 	10	 4292230	 4292299	1
GA14851-RB 	11	 4292426	 4292488	1
GA14851-RB 	12	 4292807	 4292869	1
GA14851-RB 	13	 4293215	 4293281	1
GA14851-RB 	14	 4293877	 4293931	1
GA14851-RB 	15	 4294132	 4294207	1
GA14851-RB 	16	 4294279	 4294335	1
GA14851-RB 	17	 4294471	 4294531	1
GA14851-RB 	18	 4294907	 4294969	1
GA14852-RA 	 1	 4453545	 4453602	1
GA14852-RA 	 2	 4454834	 4454894	1
GA14852-RA 	 3	 4455417	 4455485	1
GA14852-RA 	 4	 4455980	 4456093	1
GA14854-RA 	 1	14111193	14111249	1
GA14855-RF 	 1	16406156	16406217	1
GA14855-RF 	 2	16406380	16406459	1
GA14855-RF 	 3	16406658	16406734	1
GA14855-RF 	 4	16407883	16407954	1
GA14855-RF 	 5	16408284	16408347	1
GA14855-RF 	 6	16408417	16408856	1
GA14855-RF 	 7	16409040	16409853	1
GA14855-RF 	 8	16410715	16411319	1
GA14855-RF 	 9	16411381	16411456	1
GA14855-RF 	10	16411541	16411725	1
GA14855-RF 	11	16411869	16411931	1
GA14855-RF 	12	16412064	16412119	1
GA14855-RF 	13	16412315	16412739	1
GA14866-RA 	 1	14109112	14109175	1
GA14874-RA 	 1	 5422156	 5429019	1
GA14874-RA 	 2	 5429212	 5453303	1
GA14890-RB 	 1	15793560	15793621	1
GA14890-RB 	 2	15793758	15793872	1
GA14893-RB 	 1	11070436	11071431	1
GA14893-RB 	 2	11071947	11072001	1
GA14893-RB 	 3	11072417	11072484	1
GA14894-RA 	 1	11075139	11075198	1
GA14897-RB 	 1	14270440	14272434	1
GA14897-RB 	 2	14272599	14274547	1
GA14897-RB 	 3	14274786	14275722	1
GA14897-RB 	 4	14275866	14275921	1
GA14897-RB 	 5	14276295	14276355	1
GA14897-RB 	 6	14276591	14276724	1
GA14897-RB 	 7	14276999	14277058	1
GA14897-RB 	 8	14277452	14277762	1
GA14897-RB 	 9	14277959	14278021	1
GA14897-RB 	10	14278187	14278262	1
GA14897-RB 	11	14278486	14278556	1
GA14897-RB 	12	14278903	14278954	1
GA14906-RC 	 1	12656388	12657860	1
GA14913-RA 	 1	16263966	16264076	1
GA14913-RA 	 2	16264235	16264290	1
GA14913-RA 	 3	16264457	16266544	1
GA14913-RA 	 4	16266626	16266704	1
GA14913-RA 	 5	16266822	16266906	1
GA14913-RA 	 6	16266984	16267047	1
GA14913-RA 	 7	16267244	16267305	1
GA14913-RA 	 8	16267651	16267724	1
GA14913-RA 	 9	16267804	16267865	1
GA14913-RA 	10	16267975	16268062	1
GA14913-RA 	11	16268185	16268274	1
GA14932-RA 	 1	  239479	  241010	1
GA14934-RA 	 1	 5328772	 5328842	1
GA14934-RA 	 2	 5329127	 5329178	1
GA14934-RA 	 3	 5329902	 5329956	1
GA14934-RA 	 4	 5330202	 5330260	1
GA14934-RA 	 5	 5330385	 5330469	1
GA14938-RA 	 1	 6142641	 6142720	1
GA14938-RA 	 2	 6143054	 6143117	1
GA14938-RA 	 3	 6143466	 6143647	1
GA14938-RA 	 4	 6143819	 6143890	1
GA14938-RA 	 5	 6144060	 6144121	1
GA14938-RA 	 6	 6144346	 6152100	1
GA14940-RB 	 1	 1425506	 1425562	1
GA14940-RB 	 2	 1425853	 1425920	1
GA14940-RB 	 3	 1427180	 1427264	1
GA14941-RA 	 1	 5552249	 5553382	1
GA14941-RA 	 2	 5553502	 5553563	1
GA14941-RA 	 3	 5553814	 5559906	1
GA14944-RA 	 1	 4794824	 4794889	1
GA14947-RA 	 1	19198805	19198981	1
GA14947-RA 	 2	19199033	19199299	1
GA14947-RA 	 3	19199441	19199502	1
GA14947-RA 	 4	19199835	19199893	1
GA14947-RA 	 5	19200012	19201346	1
GA14947-RA 	 6	19201386	19201799	1
GA14947-RA 	 7	19201959	19202312	1
GA14963-RB 	 1	 1417757	 1417852	1
GA14968-RA 	 1	 1400000	 1400059	1
GA14968-RA 	 2	 1400216	 1400292	1
GA14977-RA 	 1	11463924	11463986	1
GA14977-RA 	 2	11464140	11464206	1
GA14980-RA 	 1	11466556	11466625	1
GA14980-RA 	 2	11466779	11466830	1
GA14981-RA 	 1	 1394299	 1394400	1
GA14981-RA 	 2	 1394509	 1394573	1
GA14981-RA 	 3	 1394676	 1394809	1
GA14981-RA 	 4	 1394910	 1394972	1
GA14981-RA 	 5	 1395244	 1395300	1
GA14982-RA 	 1	11467930	11467990	1
GA14982-RA 	 2	11468144	11468195	1
GA14995-RA 	 1	 1336866	 1336948	1
GA14995-RA 	 2	 1338263	 1338325	1
GA15003-RA 	 1	 1334120	 1334194	1
GA15003-RA 	 2	 1334346	 1334421	1
GA15011-RA 	 1	 5944739	 5944794	1
GA15012-RA 	 1	 5935416	 5935479	1
GA15012-RA 	 2	 5936096	 5936158	1
GA15013-RA 	 1	 3425468	 3425548	1
GA15013-RA 	 2	 3425734	 3425795	1
GA15025-RA 	 1	16472624	16472677	1
GA15025-RA 	 2	16472884	16472946	1
GA15033-RA 	 1	 1332115	 1332192	1
GA15033-RA 	 2	 1332338	 1332408	1
GA15033-RA 	 3	 1333299	 1333575	1
GA15037-RA 	 1	 9734063	 9734942	1
GA15037-RA 	 2	 9735453	 9735814	1
GA15037-RA 	 3	 9736373	 9736485	1
GA15037-RA 	 4	 9736519	 9738080	1
GA15037-RA 	 5	 9738537	 9738599	1
GA15037-RA 	 6	 9738861	 9738923	1
GA15037-RA 	 7	 9738978	 9739046	1
GA15037-RA 	 8	 9739318	 9741544	1
GA15037-RA 	 9	 9741740	 9741945	1
GA15074-RB 	 1	13396964	13397034	1
GA15074-RB 	 2	13398085	13398160	1
GA15091-RA 	 1	 2644949	 2645020	1
GA15091-RA 	 2	 2645173	 2645261	1
GA15091-RA 	 3	 2645405	 2645474	1
GA15091-RA 	 4	 2645608	 2645682	1
GA15091-RA 	 5	 2645793	 2645858	1
GA15091-RA 	 6	 2646114	 2647558	1
GA15091-RA 	 7	 2647687	 2647756	1
GA15091-RA 	 8	 2647858	 2652160	1
GA15091-RA 	 9	 2652315	 2652383	1
GA15091-RA 	10	 2652524	 2652581	1
GA15091-RA 	11	 2652781	 2652852	1
GA15095-RA 	 1	 1168181	 1169797	1
GA15095-RA 	 2	 1169990	 1170059	1
GA15095-RA 	 3	 1170222	 1170292	1
GA15095-RA 	 4	 1170488	 1170557	1
GA15096-RA 	 1	 2553277	 2553517	1
GA15108-RA 	 1	15789388	15789449	1
GA15108-RA 	 2	15790235	15790293	1
GA15109-RA 	 1	15881106	15881180	1
GA15112-RB 	 1	 2557254	 2557309	1
GA15112-RB 	 2	 2557947	 2558013	1
GA15112-RB 	 3	 2558673	 2558737	1
GA15112-RB 	 4	 2558814	 2558913	1
GA15112-RB 	 5	 2558950	 2559091	1
GA15112-RB 	 6	 2559210	 2559674	1
GA15120-RA 	 1	14124419	14124488	1
GA15120-RA 	 2	14124856	14124931	1
GA15135-RA 	 1	 2566296	 2566356	1
GA15135-RA 	 2	 2567452	 2567514	1
GA15135-RA 	 3	 2570020	 2570080	1
GA15135-RA 	 4	 2570177	 2570232	1
