Transcript	Intron_No	Beg	End
GA14333-RA 	 5	 1554098	 1554168	1
GA14333-RA 	 6	 1554332	 1554400	1
GA14333-RA 	 7	 1554534	 1554778	1
GA14333-RA 	 8	 1554834	 1554894	1
GA14401-RA 	 1	17603269	17603329	1
GA14410-RA 	 1	 2788225	 2789397	1
GA14410-RA 	 2	 2790996	 2791055	1
GA14410-RA 	 3	 2791207	 2791269	1
GA14414-RA 	 1	 9669787	 9669849	1
GA14414-RA 	 2	 9670208	 9670272	1
GA14426-RA 	 1	  827867	  827924	1
GA14437-RA 	 1	 7408970	 7409095	1
GA14468-RA 	 1	  230552	  231018	1
GA14468-RA 	 2	  231788	  231850	1
GA14468-RA 	 3	  231919	  231981	1
GA14468-RA 	 4	  232247	  232311	1
GA14468-RA 	 5	  232564	  232620	1
GA14497-RA 	 1	 4387786	 4387843	1
GA14497-RA 	 2	 4388404	 4388458	1
GA14500-RB 	 1	 4355376	 4355586	1
GA14500-RB 	 2	 4355920	 4361466	1
GA14502-RA 	 1	 4334713	 4334806	1
GA14502-RA 	 2	 4334950	 4336626	1
GA14502-RA 	 3	 4337067	 4338274	1
GA14533-RA 	 1	 6578552	 6578614	1
GA14533-RA 	 2	 6578906	 6578980	1
GA14533-RA 	 3	 6579247	 6579306	1
GA14533-RA 	 4	 6579387	 6579451	1
GA14533-RA 	 5	 6579589	 6579644	1
GA14533-RA 	 6	 6580485	 6580544	1
GA14533-RA 	 7	 6580639	 6580700	1
GA14533-RA 	 8	 6580965	 6581034	1
GA14533-RA 	 9	 6581777	 6581848	1
GA14533-RA 	10	 6582018	 6582086	1
GA14533-RA 	11	 6582295	 6582354	1
GA14533-RA 	12	 6582741	 6582799	1
GA14562-RC 	 1	15804134	15809599	1
GA14562-RC 	 2	15809724	15809793	1
GA14562-RC 	 3	15809857	15809949	1
GA14563-RB 	 1	15813555	15813611	1
GA14563-RB 	 2	15814052	15814098	1
GA14564-RA 	 1	15818479	15818529	1
GA14565-RA 	 1	15856038	15856145	1
GA14565-RA 	 2	15856704	15863673	1
GA14565-RA 	 3	15864074	15866673	1
GA14566-RA 	 1	15815690	15815753	1
GA14566-RA 	 2	15815964	15816023	1
GA14566-RA 	 3	15816407	15816469	1
GA14596-RB 	 1	17901569	17901640	1
GA14596-RB 	 2	17901794	17901863	1
GA14596-RB 	 3	17902008	17902079	1
GA14600-RC 	 1	 1732326	 1732400	1
GA14622-RC 	 1	16036896	16080527	1
GA14622-RC 	 2	16081364	16086340	1
GA14622-RC 	 3	16086519	16086587	1
GA14622-RC 	 4	16086815	16087571	1
GA14622-RC 	 5	16087729	16090813	1
GA14622-RC 	 6	16090954	16091198	1
GA14622-RC 	 7	16091329	16097842	1
GA14622-RC 	 8	16097969	16098387	1
GA14622-RC 	 9	16098589	16109377	1
GA14622-RC 	10	16109557	16109622	1
GA14624-RA 	 1	16345662	16346777	1
GA14624-RA 	 2	16347194	16347264	1
GA14628-RA 	 1	14850305	14850656	1
GA14646-RA 	 1	 9958080	 9958122	1
GA14646-RA 	 2	 9958764	 9958817	1
GA14650-RF 	 1	10244077	10244443	1
GA14650-RF 	 2	10244598	10244670	1
GA14650-RF 	 3	10244801	10245073	1
GA14650-RF 	 4	10245203	10245796	1
GA14650-RF 	 5	10245952	10246009	1
GA14650-RF 	 6	10246195	10246481	1
GA14655-RA 	 1	12360859	12360925	1
GA14655-RA 	 2	12361070	12361279	1
GA14655-RA 	 3	12361491	12361546	1
GA14672-RJ 	 1	 1479934	 1480690	1
GA14672-RJ 	 2	 1480703	 1480879	1
GA14672-RJ 	 3	 1480947	 1481741	1
GA14672-RJ 	 4	 1481757	 1481953	1
GA14672-RJ 	 5	 1482113	 1482187	1
GA14672-RJ 	 6	 1482369	 1482420	1
GA14672-RJ 	 7	 1482732	 1483077	1
GA14672-RJ 	 8	 1483228	 1483955	1
GA14672-RJ 	 9	 1484124	 1485478	1
GA14672-RJ 	10	 1485692	 1488417	1
GA14672-RJ 	11	 1488585	 1488658	1
GA14672-RJ 	12	 1488836	 1488900	1
GA14672-RJ 	13	 1489010	 1489076	1
GA14672-RJ 	14	 1489761	 1489823	1
GA14672-RJ 	15	 1489980	 1490049	1
GA14672-RJ 	16	 1491277	 1491340	1
GA14672-RJ 	17	 1491461	 1494837	1
GA14672-RJ 	18	 1495126	 1506959	1
GA14672-RJ 	19	 1507122	 1507189	1
GA14672-RJ 	20	 1508035	 1518114	1
GA14672-RJ 	21	 1518239	 1520827	1
GA14672-RJ 	22	 1520978	 1525709	1
GA14672-RJ 	23	 1525872	 1527869	1
GA14672-RJ 	24	 1528215	 1536960	1
GA14679-RA 	 1	 8465441	 8465509	1
GA14679-RA 	 2	 8465659	 8465720	1
GA14679-RA 	 3	 8465810	 8466651	1
GA14679-RA 	 4	 8466660	 8466720	1
GA14679-RA 	 5	 8466793	 8466852	1
GA14679-RA 	 6	 8466983	 8467040	1
GA14681-RA 	 1	16370367	16370986	1
GA14681-RA 	 2	16372706	16372784	1
GA14681-RA 	 3	16373094	16373167	1
GA14683-RA 	 1	 3424258	 3424333	1
GA14683-RA 	 2	 3424519	 3424578	1
GA14690-RA 	 1	 4549002	 4577906	1
GA14690-RA 	 2	 4577913	 4579196	1
GA14690-RA 	 3	 4579349	 4579477	1
GA14700-RA 	 1	11232825	11232877	1
GA14700-RA 	 2	11233236	11233285	1
GA14726-RA 	 1	17144009	17144077	1
GA14738-RA 	 1	17121342	17121528	1
GA14750-RB 	 1	14677199	14677262	1
GA14750-RB 	 2	14677585	14677646	1
GA14750-RB 	 3	14678254	14678322	1
GA14750-RB 	 4	14678607	14683869	1
GA14751-RA 	 1	14675363	14675417	1
GA14751-RA 	 2	14675521	14675581	1
GA14751-RA 	 3	14675795	14675860	1
GA14751-RA 	 4	14676608	14676654	1
GA14754-RA 	 1	10054283	10054366	1
GA14754-RA 	 2	10054927	10056927	1
GA14757-RA 	 1	18025226	18025283	1
GA14760-RA 	 1	15272297	15272409	1
GA14760-RA 	 2	15272603	15272653	1
GA14760-RA 	 3	15272777	15272835	1
GA14766-RA 	 1	13731987	13732041	1
GA14766-RA 	 2	13732192	13732257	1
GA14766-RA 	 3	13732520	13732578	1
GA14766-RA 	 4	13732732	13732794	1
GA14766-RA 	 5	13732939	13733003	1
GA14766-RA 	 6	13733140	13733201	1
GA14766-RA 	 7	13733658	13733715	1
GA14766-RA 	 8	13733903	13733960	1
GA14766-RA 	 9	13734194	13734251	1
GA14778-RA 	 1	 8363872	 8363953	1
GA14778-RA 	 2	 8364317	 8364396	1
GA14779-RA 	 1	 8350267	 8350324	1
GA14786-RA 	 1	12016264	12016450	1
GA14786-RA 	 2	12017605	12017682	1
GA14795-RA 	 1	 8681022	 8681084	1
GA14796-RA 	 1	 9375004	 9375058	1
GA14829-RA 	 1	16479069	16479122	1
GA14829-RA 	 2	16479867	16480003	1
GA14831-RA 	 1	 8533531	 8533678	1
GA14831-RA 	 2	 8533910	 8537558	1
GA14834-RA 	 1	 5821757	 5821817	1
GA14837-RA 	 1	16477421	16477479	1
GA14851-RB 	 1	 4281249	 4281565	1
GA14851-RB 	 2	 4281594	 4289928	1
GA14851-RB 	 3	 4290083	 4290145	1
GA14851-RB 	 4	 4290285	 4290350	1
GA14851-RB 	 5	 4290461	 4290530	1
GA14851-RB 	 6	 4291062	 4291141	1
GA14851-RB 	 7	 4291295	 4291347	1
GA14851-RB 	 8	 4291633	 4291685	1
GA14851-RB 	 9	 4291985	 4292054	1
GA14851-RB 	10	 4292230	 4292299	1
GA14851-RB 	11	 4292426	 4292488	1
GA14851-RB 	12	 4292807	 4292869	1
GA14851-RB 	13	 4293215	 4293281	1
GA14851-RB 	14	 4293877	 4293931	1
GA14851-RB 	15	 4294132	 4294207	1
GA14851-RB 	16	 4294279	 4294335	1
GA14851-RB 	17	 4294471	 4294531	1
GA14851-RB 	18	 4294907	 4294969	1
GA14852-RA 	 1	 4453545	 4453602	1
GA14852-RA 	 2	 4454834	 4454894	1
GA14852-RA 	 3	 4455417	 4455485	1
GA14852-RA 	 4	 4455980	 4456093	1
GA14854-RA 	 1	16473717	16473773	1
GA14855-RF 	 1	12527318	12527379	1
GA14855-RF 	 2	12527542	12527621	1
GA14855-RF 	 3	12527820	12527896	1
GA14855-RF 	 4	12529045	12529116	1
GA14855-RF 	 5	12529446	12529509	1
GA14855-RF 	 6	12529579	12530018	1
GA14855-RF 	 7	12530202	12531015	1
GA14855-RF 	 8	12531877	12532481	1
GA14855-RF 	 9	12532543	12532618	1
GA14855-RF 	10	12532703	12532887	1
GA14855-RF 	11	12533031	12533093	1
GA14855-RF 	12	12533226	12533281	1
GA14855-RF 	13	12533477	12533901	1
GA14866-RA 	 1	16475791	16475854	1
GA14874-RA 	 1	 5422156	 5429019	1
GA14874-RA 	 2	 5429212	 5453303	1
GA14890-RB 	 1	11914722	11914783	1
GA14890-RB 	 2	11914920	11915034	1
GA14893-RB 	 1	 8907624	 8908619	1
GA14893-RB 	 2	 8909135	 8909189	1
GA14893-RB 	 3	 8909605	 8909672	1
GA14894-RA 	 1	 8912327	 8912386	1
GA14897-RB 	 1	16306012	16306063	2
GA14897-RB 	 2	16306410	16306480	2
GA14897-RB 	 3	16306704	16306779	2
GA14897-RB 	 4	16306945	16307007	2
GA14897-RB 	 5	16307204	16307514	2
GA14897-RB 	 6	16307908	16307967	2
GA14897-RB 	 7	16308242	16308375	2
GA14897-RB 	 8	16308611	16308671	2
GA14897-RB 	 9	16309045	16309100	2
GA14897-RB 	10	16309244	16310180	2
GA14897-RB 	11	16310419	16312367	2
GA14897-RB 	12	16312532	16314526	2
GA14906-RC 	 1	10493576	10495048	1
GA14913-RA 	 1	12385128	12385238	1
GA14913-RA 	 2	12385397	12385452	1
GA14913-RA 	 3	12385619	12387706	1
GA14913-RA 	 4	12387788	12387866	1
GA14913-RA 	 5	12387984	12388068	1
GA14913-RA 	 6	12388146	12388209	1
GA14913-RA 	 7	12388406	12388467	1
GA14913-RA 	 8	12388813	12388886	1
GA14913-RA 	 9	12388966	12389027	1
GA14913-RA 	10	12389137	12389224	1
GA14913-RA 	11	12389347	12389436	1
GA14932-RA 	 1	  239479	  241010	1
GA14934-RA 	 1	 5328772	 5328842	1
GA14934-RA 	 2	 5329127	 5329178	1
GA14934-RA 	 3	 5329902	 5329956	1
GA14934-RA 	 4	 5330202	 5330260	1
GA14934-RA 	 5	 5330385	 5330469	1
GA14938-RA 	 1	 6142641	 6142720	1
GA14938-RA 	 2	 6143054	 6143117	1
GA14938-RA 	 3	 6143466	 6143647	1
GA14938-RA 	 4	 6143819	 6143890	1
GA14938-RA 	 5	 6144060	 6144121	1
GA14938-RA 	 6	 6144346	 6152100	1
GA14940-RB 	 1	 1425506	 1425562	1
GA14940-RB 	 2	 1425853	 1425920	1
GA14940-RB 	 3	 1427180	 1427264	1
GA14941-RA 	 1	 5552249	 5553382	1
GA14941-RA 	 2	 5553502	 5553563	1
GA14941-RA 	 3	 5553814	 5559906	1
GA14944-RA 	 1	 4794824	 4794889	1
GA14947-RA 	 1	19198805	19198981	1
GA14947-RA 	 2	19199033	19199299	1
GA14947-RA 	 3	19199441	19199502	1
GA14947-RA 	 4	19199835	19199893	1
GA14947-RA 	 5	19200012	19201346	1
GA14947-RA 	 6	19201386	19201799	1
GA14947-RA 	 7	19201959	19202312	1
GA14963-RB 	 1	 1417757	 1417852	1
GA14968-RA 	 1	 1400000	 1400059	1
GA14968-RA 	 2	 1400216	 1400292	1
GA14977-RA 	 1	 9301112	 9301174	1
GA14977-RA 	 2	 9301328	 9301394	1
GA14980-RA 	 1	 9303744	 9303813	1
GA14980-RA 	 2	 9303967	 9304018	1
GA14981-RA 	 1	 1394299	 1394400	1
GA14981-RA 	 2	 1394509	 1394573	1
GA14981-RA 	 3	 1394676	 1394809	1
GA14981-RA 	 4	 1394910	 1394972	1
GA14981-RA 	 5	 1395244	 1395300	1
GA14982-RA 	 1	 9305118	 9305178	1
GA14982-RA 	 2	 9305332	 9305383	1
GA14995-RA 	 1	 1336866	 1336948	1
GA14995-RA 	 2	 1338263	 1338325	1
GA15003-RA 	 1	 1334120	 1334194	1
GA15003-RA 	 2	 1334346	 1334421	1
GA15011-RA 	 1	 5944739	 5944794	1
GA15012-RA 	 1	 5935416	 5935479	1
GA15012-RA 	 2	 5936096	 5936158	1
GA15013-RA 	 1	 3425468	 3425548	1
GA15013-RA 	 2	 3425734	 3425795	1
GA15025-RA 	 1	12593786	12593839	1
GA15025-RA 	 2	12594046	12594108	1
GA15033-RA 	 1	 1332115	 1332192	1
GA15033-RA 	 2	 1332338	 1332408	1
GA15033-RA 	 3	 1333299	 1333575	1
GA15037-RA 	 1	 7571251	 7572130	1
GA15037-RA 	 2	 7572641	 7573002	1
GA15037-RA 	 3	 7573561	 7573673	1
GA15037-RA 	 4	 7573707	 7575268	1
GA15037-RA 	 5	 7575725	 7575787	1
GA15037-RA 	 6	 7576049	 7576111	1
GA15037-RA 	 7	 7576166	 7576234	1
GA15037-RA 	 8	 7576506	 7578732	1
GA15037-RA 	 9	 7578928	 7579133	1
GA15074-RB 	 1	11234152	11234222	1
GA15074-RB 	 2	11235273	11235348	1
GA15091-RA 	 1	 2644949	 2645020	1
GA15091-RA 	 2	 2645173	 2645261	1
GA15091-RA 	 3	 2645405	 2645474	1
GA15091-RA 	 4	 2645608	 2645682	1
GA15091-RA 	 5	 2645793	 2645858	1
GA15091-RA 	 6	 2646114	 2647558	1
GA15091-RA 	 7	 2647687	 2647756	1
GA15091-RA 	 8	 2647858	 2652160	1
GA15091-RA 	 9	 2652315	 2652383	1
GA15091-RA 	10	 2652524	 2652581	1
GA15091-RA 	11	 2652781	 2652852	1
GA15095-RA 	 1	 1168181	 1169797	1
GA15095-RA 	 2	 1169990	 1170059	1
GA15095-RA 	 3	 1170222	 1170292	1
GA15095-RA 	 4	 1170488	 1170557	1
GA15096-RA 	 1	 2553277	 2553517	1
GA15108-RA 	 1	11910550	11910611	1
GA15108-RA 	 2	11911397	11911455	1
GA15109-RA 	 1	12002268	12002342	1
GA15112-RB 	 1	 2557254	 2557309	1
GA15112-RB 	 2	 2557947	 2558013	1
GA15112-RB 	 3	 2558673	 2558737	1
GA15112-RB 	 4	 2558814	 2558913	1
GA15112-RB 	 5	 2558950	 2559091	1
GA15112-RB 	 6	 2559210	 2559674	1
GA15120-RA 	 1	16460035	16460110	1
GA15120-RA 	 2	16460478	16460547	1
GA15135-RA 	 1	 2566296	 2566356	1
GA15135-RA 	 2	 2567452	 2567514	1
GA15135-RA 	 3	 2570020	 2570080	1
GA15135-RA 	 4	 2570177	 2570232	1
GA15135-RA 	 5	 2570312	 2570369	1
GA15135-RA 	 6	 2570784	 2570843	1
GA15135-RA 	 7	 2570964	 2571024	1
GA15135-RA 	 8	 2571476	 2571528	1
GA15135-RA 	 9	 2571777	 2571834	1
GA15135-RA 	10	 2572080	 2572138	1
GA15135-RA 	11	 2572369	 2572431	1
GA15142-RA 	 1	 2655710	 2655775	1
GA15142-RA 	 2	 2655976	 2656034	1
GA15142-RA 	 3	 2656377	 2656472	1
GA15142-RA 	 4	 2656605	 2656663	1
GA15142-RA 	 5	 2656762	 2656823	1
GA15143-RA 	 1	 6518980	 6519047	1
GA15143-RA 	 2	 6519248	 6519309	1
GA15143-RA 	 3	 6519652	 6519725	1
GA15143-RA 	 4	 6519858	 6519915	1
GA15143-RA 	 5	 6520014	 6520087	1
GA15161-RA 	 1	 7082635	 7082693	1
GA15161-RA 	 2	 7083326	 7083379	1
GA15161-RA 	 3	 7083601	 7083661	1
GA15166-RA 	 1	 7089592	 7094210	1
GA15166-RA 	 2	 7094482	 7094545	1
GA15169-RB 	 1	 7142194	 7142261	1
GA15197-RA 	 1	 2288665	 2288730	1
GA15197-RA 	 2	 2288984	 2294894	1
GA15197-RA 	 3	 2295116	 2295183	1
GA15197-RA 	 4	 2295338	 2295482	1
GA15198-RA 	 1	 7023613	 7023906	1
GA15198-RA 	 2	 7024090	 7024204	1
GA15198-RA 	 3	 7024694	 7024750	1
GA15198-RA 	 4	 7025088	 7025617	1
GA15198-RA 	 5	 7025693	 7026193	1
GA15198-RA 	 6	 7026292	 7026602	1
GA15198-RA 	 7	 7026828	 7028577	1
GA15198-RA 	 8	 7029709	 7040470	1
GA15201-RA 	 1	 2304636	 2304698	1
GA15214-RA 	 1	 2311457	 2311976	1
GA15214-RA 	 2	 2312087	 2312151	1
GA15214-RA 	 3	 2312502	 2312560	1
GA15214-RA 	 4	 2313106	 2313163	1
GA15217-RA 	 1	 7081393	 7081447	1
GA15217-RA 	 2	 7082170	 7082224	1
GA15218-RA 	 1	 6478789	 6478916	1
GA15218-RA 	 2	 6479181	 6479236	1
GA15218-RA 	 3	 6479394	 6479452	1
GA15218-RA 	 4	 6479713	 6479767	1
GA15223-RA 	 1	 7085239	 7085301	1
GA15223-RA 	 2	 7087172	 7087230	1
GA15226-RB 	 1	 7101447	 7101511	1
GA15226-RB 	 2	 7101699	 7101768	1
GA15226-RB 	 3	 7101938	 7102006	1
GA15226-RB 	 4	 7102303	 7102379	1
GA15234-RC 	 1	10101803	10101866	1
GA15234-RC 	 2	10102166	10102227	1
GA15234-RC 	 3	10102598	10102657	1
GA15234-RC 	 4	10102880	10102934	1
GA15234-RC 	 5	10103124	10103188	1
GA15234-RC 	 6	10103322	10103495	1
GA15234-RC 	 7	10103668	10103722	1
GA15234-RC 	 8	10104101	10104163	1
GA15234-RC 	 9	10105089	10105237	1
GA15234-RC 	10	10105565	10105638	1
GA15235-RB 	 1	10116325	10116389	1
GA15235-RB 	 2	10116529	10116591	1
GA15235-RB 	 3	10116876	10116952	1
GA15235-RB 	 4	10117092	10117150	1
GA15235-RB 	 5	10117252	10117308	1
GA15235-RB 	 6	10118131	10118202	1
GA15235-RB 	 7	10118576	10118636	1
GA15235-RB 	 8	10119480	10119538	1
GA15235-RB 	 9	10119667	10119727	1
GA15235-RB 	10	10120322	10120383	1
GA15235-RB 	11	10120543	10120609	1
GA15235-RB 	12	10121174	10121233	1
GA15235-RB 	13	10121831	10122222	1
GA15235-RB 	14	10122330	10122392	1
GA15235-RB 	15	10122600	10122660	1
GA15235-RB 	16	10122934	10123007	1
GA15235-RB 	17	10123267	10123327	1
GA15235-RB 	18	10123474	10123548	1
GA15235-RB 	19	10123892	10123958	1
GA15235-RB 	20	10124115	10124176	1
GA15235-RB 	21	10124826	10124890	1
GA15235-RB 	22	10126413	10126491	1
GA15235-RB 	23	10126721	10126783	1
GA15235-RB 	24	10126921	10126989	1
GA15235-RB 	25	10127569	10127635	1
GA15235-RB 	26	10127834	10127891	1
GA15235-RB 	27	10127979	10129926	1
GA15245-RB 	 1	10136640	10136698	1
GA15245-RB 	 2	10136845	10136911	1
GA15245-RB 	 3	10137039	10137098	1
GA15245-RB 	 4	10137259	10137351	1
GA15245-RB 	 5	10137536	10137599	1
GA15245-RB 	 6	10137927	10137987	1
GA15245-RB 	 7	10138389	10138588	1
GA15245-RB 	 8	10138687	10138737	1
GA15245-RB 	 9	10139068	10139129	1
GA15245-RB 	10	10139300	10139359	1
GA15245-RB 	11	10140894	10141423	1
GA15245-RB 	12	10141659	10141727	1
GA15249-RA 	 1	 2306228	 2306292	1
GA15249-RA 	 2	 2306476	 2306543	1
GA15249-RA 	 3	 2306785	 2306841	1
GA15249-RA 	 4	 2307007	 2307067	1
GA15249-RA 	 5	 2307195	 2307263	1
GA15249-RA 	 6	 2307334	 2307775	1
GA15249-RA 	 7	 2308056	 2308123	1
GA15249-RA 	 8	 2308234	 2309127	1
GA15255-RD 	 1	 2267566	 2267630	1
GA15255-RD 	 2	 2267794	 2267850	1
GA15255-RD 	 3	 2268279	 2268344	1
GA15255-RD 	 4	 2268888	 2269674	1
GA15255-RD 	 5	 2270051	 2270996	1
GA15264-RA 	 1	10161508	10162518	1
GA15265-RA 	 1	10176126	10176184	1
GA15265-RA 	 2	10176916	10176969	1
GA15265-RA 	 3	10177185	10177246	1
GA15265-RA 	 4	10177462	10177522	1
GA15265-RA 	 5	10177654	10177721	1
GA15265-RA 	 6	10177902	10177958	1
GA15265-RA 	 7	10178338	10178403	1
GA15267-RD 	 1	10190703	10190764	1
GA15267-RD 	 2	10190990	10191053	1
GA15267-RD 	 3	10191583	10191652	1
GA15267-RD 	 4	10191785	10191953	1
GA15267-RD 	 5	10192491	10192551	1
GA15267-RD 	 6	10192733	10192817	1
GA15267-RD 	 7	10192916	10193065	1
GA15267-RD 	 8	10193202	10193265	1
GA15267-RD 	 9	10193796	10193860	1
GA15267-RD 	10	10194748	10194809	1
GA15267-RD 	11	10194924	10195214	1
GA15267-RD 	12	10195239	10195382	1
GA15267-RD 	13	10195610	10195673	1
GA15267-RD 	14	10195768	10195867	1
GA15267-RD 	15	10196357	10196417	1
GA15267-RD 	16	10196657	10196716	1
GA15267-RD 	17	10197531	10199062	1
GA15274-RA 	 1	14646070	14646135	1
GA15274-RA 	 2	14647698	14647760	1
GA15275-RA 	 1	14642536	14642616	1
GA15278-RB 	 1	14637587	14637665	1
GA15278-RB 	 2	14637800	14637879	1
GA15278-RB 	 3	14638282	14638521	1
GA15282-RA 	 1	 2034461	 2034540	1
GA15282-RA 	 2	 2035366	 2035571	1
GA15282-RA 	 3	 2036305	 2036361	1
GA15282-RA 	 4	 2036915	 2036976	1
GA15287-RA 	 1	 2040975	 2041038	1
GA15287-RA 	 2	 2041926	 2041980	1
GA15287-RA 	 3	 2042044	 2042110	1
GA15287-RA 	 4	 2042307	 2042370	1
GA15300-RA 	 1	12379198	12379268	1
GA15300-RA 	 2	12379423	12379488	1
GA15300-RA 	 3	12379619	12379698	1
GA15300-RA 	 4	12379828	12390582	1
GA15300-RA 	 5	12390744	12390850	1
GA15300-RA 	 6	12391036	12399660	1
GA15322-RA 	 1	 6153395	 6153476	1
GA15334-RA 	 1	 6161185	 6164630	1
GA15334-RA 	 2	 6164791	 6164855	1
GA15334-RA 	 3	 6165365	 6165474	1
GA15334-RA 	 4	 6165593	 6165783	1
GA15334-RA 	 5	 6166087	 6166218	1
GA15334-RA 	 6	 6166314	 6166386	1
GA15334-RA 	 7	 6166665	 6166721	1
GA15334-RA 	 8	 6166857	 6166928	1
GA15334-RA 	 9	 6167072	 6167131	1
GA15336-RA 	 1	 7432134	 7432609	1
GA15336-RA 	 2	 7432856	 7433273	1
GA15336-RA 	 3	 7434352	 7434418	1
GA15336-RA 	 4	 7434851	 7434908	1
GA15336-RA 	 5	 7435192	 7435259	1
GA15342-RA 	 1	 6169325	 6169385	1
GA15343-RA 	 1	14635785	14635856	1
GA15349-RA 	 1	 8745899	 8745968	1
GA15351-RB 	 1	 6098299	 6098375	1
GA15351-RB 	 2	 6098479	 6098601	1
GA15351-RB 	 3	 6100639	 6100708	1
GA15351-RB 	 4	 6100864	 6100941	1
GA15365-RA 	 1	11520302	11529742	1
GA15365-RA 	 2	11530297	11530374	1
GA15365-RA 	 3	11532326	11532400	1
GA15365-RA 	 4	11532609	11532664	1
GA15365-RA 	 5	11532937	11532995	1
GA15366-RB 	 1	15916571	15916636	1
GA15366-RB 	 2	15917149	15917206	1
GA15417-RA 	 1	 8000122	 8000179	1
GA15425-RB 	 1	 7915884	 7915952	1
GA15425-RB 	 2	 7916316	 7918282	1
GA15425-RB 	 3	 7918380	 7918443	1
GA15425-RB 	 4	 7918596	 7918667	1
GA15425-RB 	 5	 7918786	 7919796	1
GA15425-RB 	 6	 7919930	 7919982	1
GA15428-RA 	 1	   90242	   90301	1
GA15428-RA 	 2	   90572	   90782	1
GA15432-RA 	 1	 7880173	 7880238	1
GA15432-RA 	 2	 7880845	 7887435	1
GA15432-RA 	 3	 7887548	 7891100	1
GA15432-RA 	 4	 7891415	 7891612	1
GA15449-RA 	 1	 1978092	 1978162	1
GA15449-RA 	 2	 1978285	 1978346	1
GA15449-RA 	 3	 1978919	 1979007	1
GA15449-RA 	 4	 1979182	 1979253	1
GA15449-RA 	 5	 1979507	 1980449	1
GA15450-RA 	 1	 1973791	 1973860	1
GA15450-RA 	 2	 1974112	 1974179	1
GA15450-RA 	 3	 1974583	 1974645	1
GA15451-RA 	 1	 1965800	 1965869	1
GA15451-RA 	 2	 1965977	 1966219	1
GA15456-RA 	 1	 1956791	 1956905	1
GA15456-RA 	 2	 1957048	 1960666	1
GA15463-RA 	 1	 1940787	 1940845	1
GA15466-RA 	 1	 1934554	 1934621	1
GA15466-RA 	 2	 1934942	 1935846	1
GA15469-RA 	 1	 1933481	 1933539	1
GA15470-RA 	 1	 1756263	 1756453	1
GA15470-RA 	 2	 1756612	 1756680	1
GA15470-RA 	 3	 1757084	 1757146	1
GA15470-RA 	 4	 1757371	 1757439	1
GA15477-RB 	 1	 1775844	 1775983	1
GA15477-RB 	 2	 1776081	 1776228	1
GA15477-RB 	 3	 1776350	 1776912	1
GA15477-RB 	 4	 1777042	 1777111	1
GA15477-RB 	 5	 1777292	 1777350	1
GA15477-RB 	 6	 1777476	 1777751	1
GA15477-RB 	 7	 1777835	 1777909	1
GA15486-RA 	 1	11918650	11918843	1
GA15486-RA 	 2	11918969	11919128	1
GA15509-RA 	 1	 5476642	 5476694	1
GA15509-RA 	 2	 5476911	 5476978	1
GA15509-RA 	 3	 5477794	 5477857	1
GA15509-RA 	 4	 5478049	 5478109	1
GA15511-RA 	 1	 5482721	 5482789	1
GA15515-RA 	 1	 5479393	 5479460	1
GA15517-RA 	 1	 8679278	 8679334	1
GA15520-RA 	 1	16763400	16763462	1
GA15520-RA 	 2	16763560	16763619	1
GA15520-RA 	 3	16764359	16764416	1
GA15525-RA 	 1	 8683393	 8687991	1
GA15525-RA 	 2	 8688179	 8688342	1
GA15541-RA 	 1	 2476936	 2477034	1
GA15569-RA 	 1	16456747	16456803	1
GA15569-RA 	 2	16457121	16457190	1
GA15569-RA 	 3	16457294	16457359	1
GA15570-RA 	 1	14829739	14829800	1
GA15570-RA 	 2	14829894	14829950	1
GA15570-RA 	 3	14830061	14830119	1
GA15570-RA 	 4	14830215	14830272	1
GA15570-RA 	 5	14830402	14830453	1
GA15570-RA 	 6	14830606	14830660	1
GA15570-RA 	 7	14830806	14830864	1
GA15570-RA 	 8	14831116	14831169	1
GA15573-RB 	 1	 8833572	 8833643	1
GA15573-RB 	 2	 8833891	 8833957	1
GA15573-RB 	 3	 8834052	 8834206	1
GA15573-RB 	 4	 8834322	 8834390	1
GA15577-RB 	 1	 9988681	 9988742	1
GA15577-RB 	 2	 9988807	 9988869	1
GA15577-RB 	 3	 9989317	 9993635	1
GA15577-RB 	 4	 9993724	 9993790	1
GA15577-RB 	 5	 9994491	10000244	1
GA15577-RB 	 6	10000430	10004279	1
GA15579-RA 	 1	10027085	10027148	1
GA15581-RA 	 1	14795487	14795549	1
GA15581-RA 	 2	14795677	14795743	1
GA15581-RA 	 3	14796182	14796242	1
GA15581-RA 	 4	14796399	14796466	1
GA15581-RA 	 5	14796581	14796666	1
GA15581-RA 	 6	14797018	14798402	1
GA15581-RA 	 7	14799237	14799322	1
GA15581-RA 	 8	14799503	14799564	1
GA15581-RA 	 9	14799661	14799751	1
GA15581-RA 	10	14799788	14799911	1
GA15581-RA 	11	14800179	14800325	1
GA15581-RA 	12	14801377	14801445	1
GA15582-RA 	 1	18659138	18659203	1
GA15582-RA 	 2	18659482	18659542	1
GA15582-RA 	 3	18659675	18660089	1
GA15582-RA 	 4	18660120	18660505	1
GA15582-RA 	 5	18660674	18660730	1
GA15582-RA 	 6	18661053	18661212	1
GA15582-RA 	 7	18661510	18661565	1
GA15589-RA 	 1	11377810	11377865	1
GA15589-RA 	 2	11378028	11378085	1
GA15593-RB 	 1	 4741810	 4742476	1
GA15593-RB 	 2	 4743445	 4743863	1
