Transcript	Beg	End
GA11797-RA 	5832758	5833066
GA10563-RA 	5834068	5834505
GA32019-RA 	5834554	5834785
GA15764-RA 	5875591	5878296
GA11794-RB 	5920662	5923231
GA15012-RA 	5935183	5936371
GA24412-RA 	5936715	5937571
GA13494-RB 	5938532	5942031
GA15011-RA 	5944626	5945671
GA13495-RE 	5959165	5973448
GA13502-RB 	5987863	5992345
GA32761-RA 	5992432	5995404
GA24411-RA 	5999020	5999938
GA24752-RA 	6011640	6012191
GA13504-RA 	6019075	6019680
GA13498-RA 	6023924	6025168
GA14104-RB 	6054029	6083861
GA15666-RA 	6057396	6059247
GA24410-RA 	6083030	6083338
GA24754-RA 	6087460	6090393
GA15861-RA 	6090909	6092126
GA20894-RA 	6092493	6093550
GA20892-RA 	6094123	6096414
GA15351-RB 	6098090	6101035
GA13988-RA 	6104603	6112242
GA24755-RA 	6132200	6136489
GA11422-RA 	6137073	6138651
GA11423-RA 	6138716	6140129
GA14938-RA 	6141792	6152196
GA32369-RA 	6145896	6147472
GA15322-RA 	6153311	6153593
GA11907-RA 	6154643	6155332
GA12570-RA 	6158403	6158693
GA15334-RA 	6161086	6167193
GA15342-RA 	6167460	6170172
GA11910-RA 	6170545	6170931
GA12412-RA 	6170966	6172376
GA11909-RA 	6173183	6174805
GA12475-RA 	6175064	6179039
GA21937-RA 	6179617	6183703
GA19979-RA 	6184321	6190506
GA21437-RB 	6185038	6187993
GA21430-RA 	6190625	6193295
GA19992-RA 	6193769	6196457
GA24409-RC 	6197458	6206436
GA31480-RA 	6212612	6212948
GA21426-RA 	6219541	6222221
GA19121-RA 	6237803	6240119
GA13027-RA 	6244056	6244722
GA13026-RB 	6245613	6246113
GA18642-RC 	6248917	6275596
GA24757-RA 	6294499	6296900
GA24404-RA 	6334445	6364394
GA24758-RA 	6376112	6376902
GA24759-RA 	6377272	6379482
GA19118-RA 	6401051	6401618
GA19113-RA 	6402102	6403023
GA13030-RA 	6404603	6405240
GA24403-RB 	6405915	6407091
GA10635-RA 	6408050	6409241
GA10636-RA 	6412998	6413836
GA24761-RB 	6418802	6444358
GA19108-RA 	6444969	6445734
GA18658-RB 	6447198	6451740
GA24402-RA 	6452949	6457041
GA24762-RA 	6461545	6461871
GA19106-RA 	6467412	6472136
GA10637-RA 	6476333	6477826
GA15218-RA 	6478709	6479990
GA11356-RA 	6480172	6481731
GA10860-RA 	6482519	6483466
GA24400-RD 	6486004	6501778
GA24396-RA 	6512352	6513415
GA24395-RA 	6516259	6517674
GA15143-RA 	6518822	6520216
GA12603-RB 	6521761	6525288
GA24763-RA 	6525695	6526705
GA15880-RA 	6527183	6530785
GA15883-RA 	6528537	6530477
GA24764-RC 	6535969	6552370
GA12730-RA 	6554453	6555247
GA11400-RA 	6555641	6556197
GA13944-RA 	6557814	6558367
GA11837-RA 	6562020	6562502
GA10856-RA 	6564461	6569072
GA21074-RA 	6569569	6571266
GA10852-RA 	6572145	6574206
GA20985-RA 	6575501	6576769
GA14533-RA 	6578459	6582880
GA21393-RA 	6585199	6586560
GA21440-RA 	6587342	6588771
GA21443-RA 	6593362	6607426
GA20966-RA 	6617855	6619871
GA11800-RA 	6620591	6621880
GA19104-RD 	6622735	6631632
GA18665-RA 	6627712	6631054
GA18673-RA 	6633604	6637942
GA14609-RB 	6640401	6640691
GA19099-RA 	6643504	6645225
GA18677-RA 	6646099	6648189
GA19096-RA 	6649569	6650273
GA10638-RA 	6652975	6654846
GA10639-RB 	6655810	6658342
GA19092-RB 	6659717	6662038
GA17611-RA 	6666930	6667431
GA20586-RB 	6669258	6669917
GA32572-RA 	6670449	6671076
GA11509-RA 	6671563	6672512
GA18314-RB 	6673153	6673928
GA18316-RB 	6674084	6676282
GA18326-RA 	6677839	6678382
GA14303-RA 	6678614	6678920
GA18323-RA 	6679367	6680272
GA18332-RA 	6681354	6685393
GA18339-RA 	6686753	6688236
GA10789-RA 	6690349	6692697
GA24769-RA 	6694514	6697766
GA24771-RA 	6701733	6704950
GA10774-RA 	6702307	6703699
GA24772-RA 	6705618	6706397
GA19584-RA 	6706741	6708856
GA19580-RA 	6709496	6710034
GA19586-RA 	6710230	6710814
GA19591-RA 	6711050	6711975
GA21404-RA 	6713264	6730772
GA19620-RB 	6717917	6721548
GA19657-RA 	6735201	6738190
GA24393-RA 	6754727	6755359
GA19732-RA 	6765575	6797925
GA31662-RA 	6793422	6793776
GA13848-RA 	6801106	6802680
GA24392-RA 	6802711	6803016
GA21477-RA 	6803237	6803734
GA24390-RA 	6804022	6810510
GA24773-RA 	6807487	6807741
GA19757-RA 	6810760	6812118
GA19763-RA 	6812388	6813481
GA21475-RA 	6813636	6814730
GA19795-RB 	6839871	6849627
GA32511-RA 	6851346	6852236
GA24389-RB 	6852339	6853827
GA21467-RA 	6853939	6855370
GA21466-RA 	6855529	6857042
GA24775-RA 	6858466	6860432
GA24388-RC 	6862198	6862856
GA24777-RB 	6868698	6877220
GA11906-RB 	6878067	6879318
GA24778-RC 	6881238	6882468
GA14766-RA 	6882805	6886492
GA24387-RN 	6887196	6894387
GA11483-RA 	6896044	6897444
GA24386-RB 	6924308	6925720
GA32496-RA 	6958808	6964058
GA17460-RA 	6968784	6972468
GA24384-RA 	6972999	6974085
GA11905-RA 	6974487	6975494
GA11480-RD 	6976227	6978030
GA11904-RA 	6980990	6982801
GA11902-RB 	6984797	6987987
GA24382-RA 	7000596	7062927
GA19300-RA 	7055361	7057143
GA31355-RA 	7069346	7069964
GA24381-RA 	7071137	7090835
GA24380-RA 	7096498	7097550
GA18071-RA 	7098158	7098973
GA18089-RA 	7100231	7105099
GA17915-RA 	7105530	7107887
GA17936-RA 	7108579	7109344
GA18113-RA 	7109479	7113334
GA24781-RD 	7121034	7130176
GA14676-RA 	7131676	7133523
GA18713-RA 	7133708	7135098
GA18031-RA 	7135355	7136598
GA17648-RA 	7136802	7137810
GA17660-RA 	7138351	7138746
GA11614-RA 	7145239	7146083
GA11894-RB 	7151267	7237188
GA24782-RA 	7152458	7152991
GA24783-RB 	7153247	7154068
GA11889-RA 	7154234	7154877
GA11890-RB 	7175596	7178073
GA11891-RA 	7184482	7186290
GA24785-RB 	7197601	7204295
GA31114-RA 	7200804	7201229
GA31336-RA 	7205033	7205158
GA24786-RB 	7205502	7205681
GA24376-RA 	7239106	7246358
GA31074-RA 	7240462	7240821
GA11895-RA 	7248453	7249454
GA11899-RA 	7249573	7250442
GA17222-RA 	7251211	7253556
GA24375-RAJ	7257071	7285687
GA24374-RB 	7295608	7297120
GA11901-RA 	7297297	7298937
GA18299-RA 	7301799	7303778
GA18253-RA 	7304075	7312579
GA24373-RB 	7313529	7328034
GA24787-RA 	7323671	7324111
GA24788-RA 	7324186	7324614
GA19888-RA 	7331666	7336654
GA24791-RA 	7338829	7340816
GA13844-RD 	7342831	7348436
GA19874-RA 	7349971	7351096
GA21451-RA 	7351584	7352983
GA19868-RA 	7353365	7354868
GA18683-RA 	7355199	7355829
GA24792-RA 	7355854	7356176
GA19089-RA 	7356630	7358824
GA22051-RD 	7363076	7396349
GA24793-RB 	7380318	7383978
GA22160-RA 	7391287	7393765
GA11297-RB 	7414011	7418803
GA10034-RA 	7421353	7424287
GA21772-RA 	7424553	7428343
GA24794-RA 	7432481	7436379
GA10051-RB 	7436956	7441171
GA32923-RA 	7441809	7445102
GA10058-RC 	7446462	7449721
GA24796-RB 	7451112	7454382
GA12088-RA 	7455847	7461832
GA15604-RA 	7462625	7466022
GA24797-RA 	7466548	7469831
GA15600-RA 	7470286	7473676
GA24798-RA 	7474600	7478067
GA12087-RB 	7478544	7482132
GA24799-RA 	7482563	7482811
GA15602-RA 	7484020	7484643
GA15599-RA 	7485365	7486289
GA12082-RA 	7486453	7487212
GA21122-RB 	7490473	7490958
GA21357-RA 	7498510	7499134
GA12084-RA 	7500051	7501438
GA21125-RA 	7505463	7509796
GA24369-RA 	7508172	7509090
GA21128-RA 	7511347	7511793
GA21129-RA 	7513453	7513922
GA15607-RA 	7514540	7515233
GA32484-RA 	7516036	7516681
GA24800-RB 	7516934	7517614
GA21130-RA 	7520065	7520746
GA12083-RA 	7523092	7524545
GA24368-RA 	7525080	7526950
GA21356-RA 	7528479	7530335
GA15694-RA 	7532157	7533930
GA32490-RA 	7534397	7534956
GA15753-RA 	7535711	7536476
GA10629-RA 	7536719	7537654
GA15902-RA 	7538330	7539487
GA15898-RA 	7540786	7543628
GA17713-RA 	7544226	7545198
GA15918-RA 	7551181	7556055
GA17718-RA 	7556582	7559615
GA24801-RA 	7557976	7558533
GA15966-RA 	7560138	7563356
GA17735-RA 	7564079	7566186
GA24366-RG 	7567343	7585982
GA18109-RA 	7587331	7589174
GA16095-RA 	7589762	7592103
GA17765-RA 	7592535	7594410
GA10968-RA 	7595823	7597202
GA16231-RA 	7598491	7599630
GA10970-RA 	7600998	7601378
GA15698-RA 	7602097	7604436
GA16346-RA 	7605107	7606177
GA15697-RA 	7606525	7607021
GA17778-RA 	7607909	7609645
GA16380-RA 	7611416	7613356
GA12367-RA 	7613585	7614454
GA16427-RA 	7615086	7621426
GA18060-RB 	7621718	7624156
GA30547-RA 	7634989	7635087
GA16529-RA 	7636526	7637355
GA16582-RA 	7638438	7639172
GA17833-RB 	7640115	7640926
GA24803-RA 	7643349	7645292
GA17846-RC 	7646005	7648257
GA16670-RC 	7649220	7654473
GA15703-RA 	7656858	7659439
GA10254-RA 	7659912	7661838
GA12365-RA 	7662344	7662604
GA14148-RB 	7664475	7667223
GA16823-RC 	7669142	7673847
GA17855-RA 	7675671	7682148
GA10893-RB 	7684156	7692396
GA24365-RA 	7694033	7699690
GA16964-RB 	7701038	7703098
GA31646-RA 	7703615	7704040
GA16996-RB 	7709336	7711119
GA24364-RA 	7712722	7713648
GA17922-RB 	7715149	7717930
GA17017-RA 	7722963	7724132
GA17930-RA 	7724215	7726871
GA17346-RA 	7740068	7742920
GA24363-RB 	7743240	7743725
GA12369-RA 	7745867	7747924
GA24806-RA 	7755070	7760201
GA18111-RA 	7760626	7761159
GA21270-RA 	7762003	7763440
GA24807-RA 	7764689	7765522
GA11060-RA 	7773934	7774965
GA21271-RA 	7780190	7784531
GA15343-RA 	7787135	7787872
GA15278-RB 	7789173	7790246
GA30623-RA 	7791134	7791610
GA11041-RB 	7791687	7792865
GA15275-RA 	7793690	7794817
GA21272-RB 	7795230	7797245
GA15274-RA 	7797357	7799597
GA15795-RA 	7801614	7808653
GA21273-RA 	7811589	7814624
GA10844-RA 	7815574	7817906
GA24810-RA 	7819316	7820524
GA21275-RA 	7820778	7822262
GA14751-RA 	7826735	7828397
GA14750-RB 	7828571	7835522
GA21276-RA 	7831151	7834120
GA15598-RA 	7860639	7885803
GA12102-RB 	7899015	7899428
GA21392-RA 	7901819	7913897
GA21021-RA 	7916544	7921484
GA21015-RA 	7928062	7931900
GA21006-RA 	7933933	7937400
GA21003-RA 	7937647	7938946
GA31592-RA 	7941055	7941971
GA21171-RA 	7942309	7944279
GA14083-RA 	7944802	7946188
GA15581-RA 	7946741	7953291
GA11571-RA 	7954153	7954903
GA11925-RA 	7955624	7958069
GA20535-RA 	7958453	7958950
GA14053-RA 	7967783	7972870
GA14055-RA 	7974171	7978296
GA30929-RA 	7978489	7979078
GA24359-RB 	7979264	7979853
GA15570-RA 	7981311	7982900
GA24357-RA 	7983028	7983614
GA24812-RB 	7988548	7989106
GA13469-RC 	7991379	7995824
GA14628-RA 	8000019	8002314
GA10647-RA 	8004639	8011994
GA18750-RC 	8015869	8021166
GA24813-RA 	8027713	8028948
GA24356-RAM	8031026	8087310
GA24355-RB 	8114159	8115250
GA24354-RA 	8134817	8137867
GA19767-RA 	8152465	8158861
GA17351-RA 	8158364	8159338
GA24814-RA 	8159351	8159533
GA12224-RC 	8163132	8164548
GA31368-RA 	8165464	8166656
GA18469-RA 	8167345	8169771
GA18464-RB 	8170266	8179001
GA15617-RC 	8173352	8173907
GA19223-RA 	8181916	8205480
GA32586-RA 	8208161	8209006
GA19268-RA 	8211796	8213249
GA12208-RA 	8213456	8214229
GA19298-RC 	8215315	8222457
GA19310-RA 	8225455	8229450
GA14307-RB 	8231644	8234350
GA19322-RA 	8236823	8238289
GA19331-RA 	8238594	8241820
GA24816-RB 	8244620	8246494
GA24351-RB 	8247888	8257779
GA12211-RA 	8251796	8252994
GA12212-RA 	8254930	8255325
GA24350-RA 	8266837	8271189
GA17329-RB 	8277152	8279591
GA19397-RA 	8283131	8283968
GA12213-RA 	8284629	8285849
GA24348-RA 	8287404	8288285
GA13869-RA 	8289956	8291064
GA17327-RA 	8304243	8310337
GA24347-RA 	8314983	8315233
GA24346-RA 	8319801	8321523
GA10035-RA 	8331101	8352533
GA21631-RA 	8359280	8360317
GA10023-RB 	8369261	8387661
GA21632-RA 	8389531	8391397
GA15757-RA 	8392231	8399670
GA32138-RA 	8400887	8401236
GA24819-RA 	8402870	8403070
GA13586-RA 	8404949	8405836
GA22173-RA 	8421358	8423191
GA14760-RA 	8423577	8425437
GA22167-RA 	8441582	8444041
GA10909-RA 	8446581	8449794
GA24342-RA 	8455456	8456140
GA24341-RA 	8479254	8480885
GA31485-RA 	8480884	8481539
GA31699-RA 	8482015	8482650
GA24820-RB 	8483003	8483893
GA24821-RB 	8484241	8486171
GA32852-RA 	8487790	8488479
GA31374-RA 	8488784	8489242
GA12292-RB 	8490415	8491839
GA24340-RB 	8511579	8512696
GA24338-RB 	8516773	8561865
GA12291-RB 	8530563	8532946
GA31128-RA 	8568470	8569231
GA12288-RB 	8569375	8569882
GA12290-RA 	8574948	8576290
GA15681-RA 	8592243	8593079
GA21461-RA 	8594246	8595877
GA24822-RB 	8597018	8601220
GA12287-RA 	8601830	8602423
GA10784-RB 	8603638	8616469
GA10804-RB 	8607086	8607725
GA24823-RC 	8608800	8609817
GA10782-RA 	8618007	8619549
GA17233-RB 	8620328	8620726
GA32520-RA 	8620726	8621496
GA10765-RA 	8621718	8622289
GA22151-RA 	8622662	8623123
GA24824-RA 	8624521	8630871
GA12286-RA 	8626848	8628709
GA10817-RB 	8634383	8636671
GA14121-RA 	8637074	8641199
GA24825-RA 	8641623	8643494
GA22143-RA 	8643848	8645806
GA15676-RA 	8651113	8657536
GA24337-RA 	8658460	8669565
GA24826-RB 	8678738	8679569
GA12284-RA 	8686002	8704987
GA15805-RA 	8706476	8707323
GA10839-RA 	8707463	8709259
GA18815-RA 	8709654	8711926
GA30501-RC 	8712089	8716298
GA18810-RA 	8714052	8715219
GA24336-RA 	8717471	8718645
GA18925-RB 	8722597	8723399
GA18807-RA 	8723725	8724300
GA18804-RA 	8724562	8725127
GA18928-RA 	8725328	8726018
GA10648-RA 	8726062	8727171
GA31836-RA 	8728481	8729018
GA15660-RD 	8731043	8771494
GA14072-RC 	8773026	8782334
GA24335-RB 	8774431	8776265
GA10204-RB 	8783409	8784478
GA20361-RA 	8801993	8821953
GA11205-RD 	8895903	8900849
GA24334-RA 	8902517	8902898
GA17716-RA 	8923750	8933885
GA17710-RA 	8939039	8941111
GA17693-RA 	8942470	8944015
GA17704-RA 	8945465	8946378
GA17687-RA 	8946740	8948721
GA17583-RA 	8950414	8950926
GA14562-RC 	8955603	8961735
GA24199-RA 	8962873	8963780
GA24200-RA 	8963860	8964829
GA14563-RB 	8965043	8966043
GA14566-RA 	8967214	8968528
GA14564-RA 	8969385	8970998
GA30837-RA 	9000308	9000536
GA14565-RA 	9006749	9018781
GA11590-RA 	9034797	9036254
GA24994-RA 	9037672	9040706
GA20774-RD 	9042881	9047120
GA20772-RC 	9053157	9055824
GA20767-RB 	9057326	9065886
GA20768-RA 	9067364	9067949
GA15366-RB 	9067946	9069092
GA20787-RA 	9071253	9073269
GA20763-RA 	9085094	9087446
GA15776-RA 	9087759	9090055
GA15775-RA 	9090761	9093222
GA15773-RA 	9093698	9094741
GA20793-RB 	9094988	9096239
GA13870-RA 	9097189	9097682
GA21716-RA 	9097748	9098089
GA24202-RB 	9098521	9099591
GA12215-RA 	9110974	9111381
GA19426-RB 	9117462	9128294
GA19432-RA 	9130777	9133565
GA14907-RA 	9133896	9135479
GA24993-RA 	9142836	9143598
GA11649-RB 	9146769	9147194
GA24204-RA 	9152914	9154037
GA14622-RC 	9188464	9261566
GA30454-RB 	9200930	9203215
GA12217-RB 	9288756	9291148
GA12219-RA 	9292302	9293876
GA32114-RA 	9300500	9301312
GA19503-RA 	9308746	9317107
GA11538-RE 	9318432	9330237
GA19508-RA 	9333104	9336971
GA12218-RA 	9338227	9338736
GA19515-RA 	9342527	9343221
GA19520-RA 	9345729	9346799
GA24205-RA 	9349122	9351290
GA24206-RA 	9351777	9353894
GA10572-RA 	9355455	9356960
GA15872-RA 	9357926	9361555
GA19673-RB 	9361931	9363231
GA19681-RA 	9363819	9364813
GA12222-RA 	9365391	9367447
GA12220-RA 	9367782	9369134
GA24989-RA 	9369233	9370370
GA12098-RA 	9371115	9372159
GA21031-RA 	9372753	9374601
GA21386-RA 	9375274	9375762
GA12202-RA 	9376988	9378857
GA12204-RA 	9381933	9383152
GA14274-RA 	9384567	9386996
GA17730-RA 	9387963	9389251
GA12200-RA 	9393435	9393881
GA24988-RD 	9395310	9402098
GA24987-RA 	9403742	9405652
GA30455-RB 	9406980	9407689
GA30456-RA 	9408823	9409532
GA24214-RC 	9410999	9518385
GA14253-RA 	9425112	9429071
GA14192-RC 	9443808	9455197
GA14897-RB 	9457016	9466224
GA14205-RA 	9462683	9463152
GA30457-RD 	9475245	9495204
GA14624-RA 	9497133	9499054
GA14681-RA 	9521252	9525579
GA24215-RC 	9532088	9604748
GA11913-RA 	9607013	9608075
GA15569-RA 	9608224	9609103
GA24982-RA 	9609335	9610201
GA15120-RA 	9611388	9612472
GA15770-RA 	9613350	9614722
GA24216-RA 	9614797	9616350
GA30458-RA 	9616605	9628793
GA15769-RA 	9616845	9617711
GA14854-RA 	9624301	9625869
GA14866-RA 	9626351	9627581
GA14837-RA 	9628896	9629329
GA11916-RB 	9629763	9630307
GA14829-RA 	9630383	9631644
GA11596-RB 	9633318	9633813
GA20562-RA 	9634444	9635202
GA12117-RA 	9635526	9635826
GA24980-RA 	9635898	9636668
GA24979-RA 	9638254	9639024
GA15051-RA 	9639348	9640118
GA14937-RA 	9640254	9641093
GA11597-RA 	9642749	9643534
GA11598-RA 	9643906	9644694
GA11599-RA 	9646042	9646884
GA24219-RA 	9647782	9648603
GA11574-RA 	9648864	9649673
GA12123-RA 	9650532	9657061
GA12120-RA 	9664662	9666193
GA24220-RF 	9668865	9676067
GA20559-RA 	9677146	9678746
GA11601-RA 	9679252	9681004
GA24978-RA 	9681167	9683127
GA12122-RA 	9683891	9684586
GA21351-RA 	9686112	9688411
GA11586-RA 	9689266	9699971
GA21140-RK 	9701730	9706102
GA24221-RA 	9719121	9719715
GA15608-RA 	9720377	9721054
GA21353-RA 	9722510	9725220
GA30459-RE 	9727417	9736312
GA11210-RA 	9737274	9739225
GA30460-RA 	9747441	9779340
GA24226-RC 	9791903	9793350
GA12507-RA 	9794596	9794847
GA20939-RA 	9796613	9798001
GA20941-RB 	9798255	9802936
GA20943-RA 	9804328	9805589
GA20946-RA 	9805929	9808245
GA10593-RE 	9809161	9832210
GA17315-RB 	9842369	9900345
GA15779-RB 	9869457	9870590
GA21297-RA 	9905428	9906387
GA21294-RC 	9936679	9943523
GA21293-RA 	9962550	9967094
GA21057-RA 	9968361	9970225
GA24227-RA 	9974119	9976178
GA15783-RB 	9977645	9982168
GA13217-RB 	9983387	9984013
GA21174-RA 	9987013	9987570
GA24975-RG 	9987869	9990200
GA24228-RD 	9990579	9992880
GA24974-RA 	9993028	9993585
GA24229-RA 	9993978	9996315
GA11592-RA 	9999686	10001956
GA21180-RB 	10002231	10003121
GA21292-RA 	10005460	10006901
GA21182-RA 	10007895	10009345
GA21175-RA 	10010269	10011087
GA32072-RA 	10014288	10017043
GA21288-RF 	10021369	10028742
GA15781-RC 	10023168	10023707
GA15365-RA 	10039999	10053607
GA21225-RA 	10071598	10073002
GA13221-RA 	10073291	10075362
GA24972-RA 	10076995	10079018
GA30462-RV 	10084613	10113658
GA24232-RA 	10120488	10121375
GA12503-RA 	10121802	10122461
GA20938-RD 	10123081	10124004
GA20937-RB 	10126631	10128508
GA15777-RA 	10128929	10132166
GA20932-RA 	10130809	10131723
GA20931-RA 	10132580	10135515
GA20924-RD 	10136091	10148281
GA11188-RA 	10137171	10139846
GA20928-RC 	10140677	10142578
GA20927-RC 	10143033	10145357
GA20920-RA 	10149405	10150367
GA20918-RC 	10150581	10152261
GA20915-RA 	10152818	10157609
GA24235-RB 	10158212	10159100
GA24970-RB 	10159329	10161000
GA30467-RL 	10164423	10182024
GA15618-RA 	10178905	10179235
GA18449-RA 	10180079	10180858
GA24967-RE 	10186196	10191908
GA12116-RA 	10192418	10192987
GA11576-RA 	10193243	10193988
GA15589-RA 	10194756	10196111
GA24236-RA 	10200286	10203430
GA21495-RA 	10213222	10213791
GA12118-RD 	10216544	10219192
GA21493-RA 	10220116	10221721
GA30465-RC 	10223349	10225034
GA24963-RB 	10228020	10229160
GA30463-RA 	10230311	10236492
GA30464-RA 	10232433	10233522
GA24960-RA 	10249231	10251125
GA20567-RA 	10254480	10256765
GA24959-RA 	10256875	10257631
GA12283-RA 	10259454	10261121
GA11834-RB 	10262261	10263627
GA25591-RB 	10263874	10264492
GA30469-RA 	10266937	10288960
GA15799-RB 	10309059	10332112
GA11444-RA 	10332827	10333519
GA32251-RA 	10334067	10334743
GA15074-RB 	10337559	10340030
GA14700-RA 	10340399	10341725
GA13980-RA 	10342483	10344145
GA21326-RB 	10346321	10348033
GA15804-RA 	10348490	10349491
GA24238-RA 	10351408	10353012
GA21286-RE 	10354156	10355380
GA21287-RA 	10355833	10359834
GA21285-RA 	10360051	10362055
GA24958-RA 	10363401	10363703
GA15801-RA 	10364120	10365722
GA13231-RA 	10366587	10376875
GA13232-RA 	10366983	10367917
GA10810-RA 	10371456	10371902
GA24239-RA 	10372126	10372575
GA24240-RA 	10373340	10373795
GA11625-RA 	10380184	10387184
GA30472-RG 	10404616	10410861
GA10198-RA 	10413337	10414357
GA10197-RA 	10417919	10420713
GA24956-RA 	10423489	10423653
GA24243-RA 	10424410	10426885
GA24244-RD 	10438504	10452372
GA14516-RA 	10453098	10454663
GA10190-RA 	10457033	10458610
GA10189-RA 	10459024	10460607
GA24955-RA 	10461548	10463131
GA24954-RA 	10464075	10465640
GA24953-RA 	10466940	10468505
GA10183-RA 	10469420	10470980
GA15364-RA 	10471596	10473077
GA21260-RA 	10473268	10474853
GA14202-RA 	10496284	10497072
GA10723-RA 	10561244	10566626
GA21398-RA 	10592313	10596476
GA30622-RA 	10627871	10628215
GA31514-RA 	10635075	10635678
GA21239-RA 	10734901	10736541
GA33029-RB 	10759838	10760459
GA12588-RC 	10836226	10838178
GA21191-RA 	10887597	10891934
GA12590-RA 	10903534	10904010
GA12589-RA 	10936116	10936621
GA11666-RB 	10946978	10948544
GA30473-RB 	10949411	10950667
GA21096-RA 	10974490	10974946
GA10849-RA 	10983811	10984359
GA24250-RA 	10986771	10987545
GA15670-RA 	10988711	10989189
GA11204-RA 	10989458	10989939
GA13516-RA 	10999868	11001906
GA13515-RB 	11034044	11034304
GA24943-RC 	11042510	11044575
GA22075-RE 	11046956	11051720
GA10710-RB 	11052549	11053578
GA13513-RB 	11056482	11058342
GA14016-RC 	11067457	11068367
GA24941-RA 	11071337	11073786
GA14906-RC 	11078663	11080489
GA30475-RR 	11090640	11147304
GA14100-RA 	11116526	11119392
GA31813-RA 	11125856	11126184
GA14015-RA 	11204341	11206251
GA13511-RA 	11206308	11208104
GA13510-RA 	11208415	11209689
GA10704-RA 	11214352	11215185
GA24253-RA 	11219160	11219670
GA13509-RA 	11219945	11222196
GA24254-RA 	11224510	11225300
GA21177-RC 	11231383	11267205
GA24938-RB 	11245341	11245814
GA24255-RA 	11247839	11248458
GA15612-RA 	11266241	11266648
GA24937-RA 	11269422	11270143
GA21183-RA 	11271484	11274301
GA21342-RA 	11274456	11275092
GA21188-RA 	11275647	11277033
GA21190-RA 	11277255	11280285
GA21341-RC 	11281151	11291545
GA21200-RA 	11300874	11320125
GA32119-RA 	11323311	11326646
GA14650-RF 	11327181	11329906
GA21338-RA 	11335168	11338397
GA10776-RC 	11339923	11341444
GA10787-RA 	11341667	11343114
GA24936-RE 	11343858	11352496
GA14054-RC 	11358862	11361616
GA14051-RA 	11366425	11367775
GA24935-RA 	11369361	11371251
GA14047-RA 	11371599	11374562
GA15267-RD 	11374637	11383221
GA11779-RA 	11384033	11385525
GA14043-RC 	11385688	11387655
GA14042-RB 	11387869	11389822
GA14041-RB 	11390046	11391985
GA24934-RA 	11392169	11394630
GA15265-RA 	11395213	11398432
GA10479-RA 	11398528	11401452
GA24933-RA 	11401770	11402816
GA14040-RA 	11403808	11406316
GA15264-RA 	11411142	11412560
GA15262-RA 	11413141	11415288
GA14038-RA 	11415470	11416698
GA15245-RB 	11431979	11437452
GA15886-RA 	11441032	11441836
GA15885-RA 	11442462	11443058
GA15235-RB 	11443754	11457707
GA12421-RB 	11460029	11463662
GA12393-RA 	11466563	11467506
GA15234-RC 	11468124	11472697
GA12374-RA 	11474440	11481868
GA15879-RI 	11495456	11515853
GA31206-RA 	11501921	11502238
GA14754-RA 	11516608	11519511
GA12266-RB 	11517046	11518347
GA15878-RA 	11519785	11521019
GA15882-RC 	11521554	11522807
GA21446-RA 	11524594	11525936
GA24932-RB 	11526075	11526676
GA21447-RA 	11527210	11528907
GA17319-RA 	11529526	11530985
GA30474-RC 	11533741	11537815
GA14039-RA 	11539181	11540030
GA14085-RA 	11540201	11541417
GA24930-RA 	11541975	11543302
GA11912-RA 	11543771	11544559
GA24928-RA 	11544612	11545625
GA15579-RA 	11545935	11547099
GA24927-RA 	11547603	11550476
GA20529-RA 	11551690	11553804
GA19833-RA 	11554114	11555490
GA15578-RA 	11556321	11556662
GA32893-RA 	11561005	11561561
GA15577-RB 	11569457	11588137
GA12223-RA 	11589553	11590983
GA19797-RB 	11591081	11592580
GA14994-RA 	11592937	11594373
GA24926-RC 	11594973	11600407
GA12225-RA 	11600876	11603536
GA20800-RA 	11603747	11604848
GA24924-RB 	11605722	11610037
GA31073-RA 	11607096	11607775
GA11246-RA 	11611617	11614238
GA14646-RA 	11614827	11615715
GA11943-RI 	11616604	11620525
GA20884-RC 	11628103	11633565
GA20882-RA 	11633885	11635438
GA20878-RA 	11635886	11636626
GA20879-RA 	11636879	11638126
GA15862-RA 	11638216	11639859
GA15865-RA 	11646635	11649105
GA20876-RB 	11655404	11667425
GA20875-RA 	11671540	11673938
GA24920-RA 	11678051	11679853
GA15864-RB 	11680109	11681911
GA11944-RB 	11684422	11695238
GA32469-RA 	11696641	11697027
GA20873-RA 	11699023	11708518
GA24919-RC 	11709197	11711232
GA30479-RH 	11715575	11789932
GA31947-RA 	11779514	11780282
GA20867-RA 	11817770	11821795
GA20864-RA 	11823106	11826157
GA20862-RB 	11826648	11829653
GA24915-RA 	11830096	11831827
GA20656-RA 	11831967	11833817
GA11814-RA 	11834462	11835832
GA24262-RA 	11836821	11837045
GA20590-RA 	11837169	11839448
GA24263-RA 	11839892	11840936
GA20669-RB 	11841617	11857898
GA24914-RC 	11860496	11863599
GA31211-RA 	11878952	11881374
GA24265-RA 	11881817	11883372
GA24912-RA 	11886133	11887688
GA24266-RA 	11894083	11894736
GA13005-RA 	11897394	11898173
GA24267-RA 	11899983	11901338
GA14414-RA 	11902636	11904083
GA11791-RA 	11904490	11905865
GA24268-RC 	11944601	11948047
GA13008-RC 	11985882	11993274
GA24910-RB 	12008850	12011281
GA24909-RA 	12012467	12014330
GA20621-RA 	12016564	12021305
