Transcript	Intron_No	Beg	End
GA15600-RA 	 2	 9510014	 9510064	2
GA15600-RA 	 3	 9510240	 9510294	2
GA15600-RA 	 4	 9510380	 9510514	2
GA15600-RA 	 5	 9510636	 9510698	2
GA15600-RA 	 6	 9510854	 9510918	2
GA15600-RA 	 7	 9511303	 9511356	2
GA15600-RA 	 8	 9511538	 9511597	2
GA15600-RA 	 9	 9511783	 9511862	2
GA15600-RA 	10	 9512007	 9512065	2
GA15600-RA 	11	 9512570	 9512635	2
GA15601-RB 	 1	 8634118	 8636660	1
GA15601-RB 	 2	 8636812	 8638275	1
GA15602-RA 	 1	 9523159	 9523220	1
GA15602-RA 	 2	 9523422	 9523554	1
GA15603-RA 	 1	 2819912	 2819980	1
GA15603-RA 	 2	 2820153	 2820214	1
GA15603-RA 	 3	 2820470	 2820527	1
GA15603-RA 	 4	 2820741	 2820804	1
GA15603-RA 	 5	 2821200	 2821437	1
GA15604-RA 	 1	 9501773	 9501834	1
GA15604-RA 	 2	 9502361	 9502411	1
GA15604-RA 	 3	 9502587	 9502643	1
GA15604-RA 	 4	 9502729	 9502947	1
GA15604-RA 	 5	 9503069	 9503133	1
GA15604-RA 	 6	 9503289	 9503345	1
GA15604-RA 	 7	 9503730	 9503789	1
GA15604-RA 	 8	 9503971	 9504026	1
GA15604-RA 	 9	 9504356	 9504425	1
GA15604-RA 	10	 9504927	 9504981	1
GA15607-RA 	 1	 9553748	 9553806	1
GA15607-RA 	 2	 9554128	 9554180	1
GA15608-RA 	 1	11759624	11759681	1
GA15608-RA 	 2	11759831	11759928	1
GA15608-RA 	 3	11760047	11760121	1
GA15618-RA 	 1	12218230	12218308	1
GA15619-RA 	 1	 4419427	 4419484	1
GA15619-RA 	 2	 4419569	 4419634	1
GA15623-RA 	 1	 4417614	 4417679	1
GA15623-RA 	 2	 4417779	 4417844	1
GA15625-RA 	 1	 4416783	 4416849	1
GA15625-RA 	 2	 4416946	 4417003	1
GA15627-RA 	 1	 5132437	 5132492	1
GA15628-RO 	 1	  544668	  544740	1
GA15628-RO 	 2	  544899	  545155	1
GA15628-RO 	 3	  545294	  545536	1
GA15628-RO 	 4	  545747	  545930	1
GA15628-RO 	 5	  546316	  546379	1
GA15628-RO 	 6	  546656	  546918	1
GA15628-RO 	 7	  547152	  547562	1
GA15628-RO 	 8	  547687	  547767	1
GA15628-RO 	 9	  547890	  547951	1
GA15628-RO 	10	  548052	  549475	1
GA15628-RO 	11	  549803	  550464	1
GA15628-RO 	12	  550611	  550673	1
GA15628-RO 	13	  550865	  551078	1
GA15628-RO 	14	  551237	  551370	1
GA15628-RO 	15	  551521	  552100	1
GA15628-RO 	16	  552140	  552522	1
GA15628-RO 	17	  552580	  553374	1
GA15628-RO 	18	  553438	  554524	1
GA15628-RO 	19	  554600	  554880	1
GA15628-RO 	20	  555034	  555097	1
GA15628-RO 	21	  555310	  555372	1
GA15628-RO 	22	  555563	  555621	1
GA15628-RO 	23	  555815	  558038	1
GA15628-RO 	24	  558141	  558235	1
GA15628-RO 	25	  558393	  558475	1
GA15628-RO 	26	  558663	  559330	1
GA15628-RO 	27	  559479	  559921	1
GA15628-RO 	28	  560079	  560384	1
GA15628-RO 	29	  560522	  560630	1
GA15628-RO 	30	  560791	  561384	1
GA15628-RO 	31	  561458	  561606	1
GA15628-RO 	32	  561748	  561829	1
GA15628-RO 	33	  561993	  562657	1
GA15628-RO 	34	  562741	  563788	1
GA15631-RA 	 1	19609351	19609428	1
GA15631-RA 	 2	19609635	19609707	1
GA15635-RK 	 1	19501350	19521745	1
GA15635-RK 	 2	19521898	19521980	1
GA15635-RK 	 3	19522138	19523211	1
GA15635-RK 	 4	19523349	19523997	1
GA15635-RK 	 5	19524093	19525936	1
GA15635-RK 	 6	19526319	19526984	1
GA15635-RK 	 7	19527180	19528096	1
GA15635-RK 	 8	19528200	19530821	1
GA15635-RK 	 9	19531104	19531284	1
GA15635-RK 	10	19531448	19536422	1
GA15635-RK 	11	19540816	19542115	1
GA15635-RK 	12	19542300	19542360	1
GA15635-RK 	13	19542601	19542668	1
GA15636-RA 	 1	 7615925	 7615984	1
GA15636-RA 	 2	 7616230	 7616300	1
GA15636-RA 	 3	 7618819	 7618890	1
GA15642-RA 	 1	19615028	19615083	1
GA15642-RA 	 2	19615130	19615187	1
GA15642-RA 	 3	19615367	19615423	1
GA15644-RA 	 1	 4087742	 4087805	1
GA15644-RA 	 2	 4087986	 4088048	1
GA15644-RA 	 3	 4089545	 4089603	1
GA15644-RA 	 4	 4091699	 4091757	1
GA15644-RA 	 5	 4091907	 4093694	1
GA15644-RA 	 6	 4093916	 4093986	1
GA15644-RA 	 7	 4094999	 4099268	1
GA15644-RA 	 8	 4099694	 4099756	1
GA15644-RA 	 9	 4100209	 4100272	1
GA15644-RA 	10	 4100471	 4100618	1
GA15644-RA 	11	 4100952	 4101119	1
GA15644-RA 	12	 4101376	 4101435	1
GA15644-RA 	13	 4102173	 4102236	1
GA15644-RA 	14	 4102543	 4102627	1
GA15644-RA 	15	 4103279	 4104904	1
GA15645-RA 	 1	18637727	18637790	1
GA15645-RA 	 2	18637959	18638014	1
GA15646-RA 	 1	 3936966	 3937026	1
GA15647-RA 	 1	 3844061	 3844136	1
GA15647-RA 	 2	 3845334	 3845381	1
GA15647-RA 	 3	 3845677	 3845737	1
GA15650-RA 	 1	 4763108	 4763176	1
GA15650-RA 	 2	 4763657	 4763736	1
GA15650-RA 	 3	 4763986	 4764100	1
GA15652-RC 	 1	 4827533	 4828905	1
GA15652-RC 	 2	 4829137	 4829212	1
GA15652-RC 	 3	 4829364	 4829430	1
GA15652-RC 	 4	 4829688	 4829752	1
GA15652-RC 	 5	 4830030	 4830085	1
GA15652-RC 	 6	 4830387	 4830451	1
GA15653-RA 	 1	15038128	15038182	1
GA15654-RA 	 1	15098345	15098422	1
GA15654-RA 	 2	15098573	15099405	1
GA15654-RA 	 3	15099544	15099862	1
GA15654-RA 	 4	15099967	15100491	1
GA15654-RA 	 5	15100705	15100770	1
GA15654-RA 	 6	15100875	15100943	1
GA15654-RA 	 7	15101171	15103507	1
GA15656-RA 	 1	15118319	15118386	1
GA15660-RD 	 1	10770222	10803335	1
GA15660-RD 	 2	10805083	10805144	1
GA15660-RD 	 3	10805340	10806089	1
GA15660-RD 	 4	10806256	10806352	1
GA15660-RD 	 5	10806507	10806565	1
GA15660-RD 	 6	10806712	10806785	1
GA15660-RD 	 7	10807000	10808426	1
GA15661-RD 	 1	14154171	14154234	1
GA15661-RD 	 2	14154543	14154621	1
GA15661-RD 	 3	14154798	14154861	1
GA15661-RD 	 4	14155007	14155069	1
GA15661-RD 	 5	14155236	14157625	1
GA15661-RD 	 6	14158536	14158602	1
GA15661-RD 	 7	14159079	14160478	1
GA15661-RD 	 8	14160927	14161002	1
GA15661-RD 	 9	14161133	14161240	1
GA15661-RD 	10	14161353	14162732	1
GA15661-RD 	11	14162916	14164607	1
GA15661-RD 	12	14164704	14164770	1
GA15661-RD 	13	14165855	14165917	1
GA15661-RD 	14	14166161	14166222	1
GA15661-RD 	15	14166540	14166789	1
GA15662-RC 	 1	14188712	14189752	1
GA15662-RC 	 2	14189821	14190074	1
GA15662-RC 	 3	14190113	14190500	1
GA15662-RC 	 4	14190539	14191435	1
GA15662-RC 	 5	14191568	14194480	1
GA15662-RC 	 6	14194610	14194674	1
GA15662-RC 	 7	14194812	14194894	1
GA15662-RC 	 8	14194916	14195066	1
GA15662-RC 	 9	14195281	14195342	1
GA15662-RC 	10	14195674	14195737	1
GA15662-RC 	11	14195923	14196209	1
GA15664-RA 	 1	14178775	14178831	1
GA15664-RA 	 2	14179082	14179140	1
GA15664-RA 	 3	14179275	14179335	1
GA15664-RA 	 4	14179970	14180037	1
GA15664-RA 	 5	14180148	14180205	1
GA15664-RA 	 6	14180283	14180345	1
GA15666-RA 	 1	 6058515	 6058572	1
GA15670-RA 	 1	13027901	13027962	1
GA15675-RA 	 1	 8363252	 8363321	1
GA15676-RA 	 1	10690429	10691274	1
GA15676-RA 	 2	10691417	10691498	1
GA15676-RA 	 3	10691699	10694461	1
GA15676-RA 	 4	10695457	10695522	1
GA15676-RA 	 5	10696010	10696079	1
GA15676-RA 	 6	10696194	10696256	1
GA15676-RA 	 7	10696421	10696500	1
GA15681-RA 	 1	10631468	10631537	1
GA15681-RA 	 2	10631689	10631757	1
GA15681-RA 	 3	10631871	10631932	1
GA15682-RA 	 1	 8349296	 8349351	1
GA15683-RA 	 1	 1157353	 1157425	1
GA15683-RA 	 2	 1157593	 1157664	1
GA15684-RA 	 1	 1148526	 1148596	1
GA15685-RA 	 1	 1076529	 1080085	1
GA15685-RA 	 2	 1080254	 1080724	1
GA15685-RA 	 3	 1080835	 1083559	1
GA15685-RA 	 4	 1083754	 1087436	1
GA15685-RA 	 5	 1087567	 1087643	1
GA15688-RA 	 1	 1172091	 1172154	1
GA15688-RA 	 2	 1172320	 1172381	1
GA15689-RA 	 1	  807052	  807110	1
GA15693-RC 	 1	18258443	18258772	1
GA15693-RC 	 2	18259213	18259268	1
GA15693-RC 	 3	18259347	18259399	1
GA15694-RA 	 1	 9572524	 9572680	1
GA15695-RB 	 1	 1656340	 1656396	1
GA15695-RB 	 2	 1657088	 1657145	1
GA15695-RB 	 3	 1658118	 1658175	1
GA15695-RB 	 4	 1658524	 1659814	1
GA15697-RA 	 1	 9645795	 9645883	1
GA15698-RA 	 1	 9641334	 9643442	1
GA15703-RA 	 1	 9696100	 9696210	1
GA15703-RA 	 2	 9696371	 9696937	1
GA15703-RA 	 3	 9697041	 9697177	1
GA15703-RA 	 4	 9697275	 9697363	1
GA15703-RA 	 5	 9697449	 9697548	1
GA15703-RA 	 6	 9697846	 9697917	1
GA15703-RA 	 7	 9698233	 9698295	1
GA15705-RA 	 1	17543371	17543428	1
GA15705-RA 	 2	17543526	17543585	1
GA15705-RA 	 3	17543690	17543752	1
GA15705-RA 	 4	17543832	17544112	1
GA15705-RA 	 5	17544468	17544533	1
GA15707-RB 	 1	 7258167	 7258226	1
GA15707-RB 	 2	 7258686	 7258761	1
GA15707-RB 	 3	 7259480	 7259688	1
GA15707-RB 	 4	 7260693	 7262132	1
GA15707-RB 	 5	 7262991	 7263051	1
GA15707-RB 	 6	 7263262	 7263460	1
GA15707-RB 	 7	 7264319	 7264373	1
GA15709-RA 	 1	 7412671	 7412731	1
GA15709-RA 	 2	 7413038	 7413102	1
GA15710-RA 	 1	 3318718	 3318779	1
GA15713-RA 	 1	 3342685	 3342747	1
GA15713-RA 	 2	 3343625	 3344029	1
GA15716-RA 	 1	 3341339	 3341400	1
GA15717-RA 	 1	 3277164	 3277222	1
GA15717-RA 	 2	 3277304	 3277367	1
GA15720-RA 	 1	 4020755	 4020822	1
GA15722-RA 	 1	 5033330	 5033414	1
GA15722-RA 	 2	 5033478	 5033557	1
GA15722-RA 	 3	 5033732	 5034036	1
GA15726-RB 	 1	 4026446	 4026510	1
GA15727-RB 	 1	 4021743	 4021812	1
GA15731-RB 	 1	 4072328	 4072380	1
GA15731-RB 	 2	 4072945	 4073758	1
GA15731-RB 	 3	 4073983	 4074043	1
GA15731-RB 	 4	 4074297	 4074370	1
GA15735-RA 	 1	 4210994	 4211314	1
GA15735-RA 	 2	 4211452	 4211515	1
GA15735-RA 	 3	 4212590	 4212652	1
GA15737-RE 	 1	 4082867	 4082942	1
GA15737-RE 	 2	 4083246	 4083303	1
GA15737-RE 	 3	 4083446	 4083498	1
GA15737-RE 	 4	 4083645	 4083704	1
GA15737-RE 	 5	 4083890	 4083948	1
GA15737-RE 	 6	 4084248	 4084304	1
GA15737-RE 	 7	 4084652	 4084710	1
GA15737-RE 	 8	 4084904	 4084969	1
GA15737-RE 	 9	 4085254	 4085316	1
GA15737-RE 	10	 4085554	 4085615	1
GA15737-RE 	11	 4086179	 4086228	1
GA15737-RE 	12	 4086393	 4086465	1
GA15737-RE 	13	 4086712	 4086771	1
GA15738-RA 	 1	 4038429	 4038488	1
GA15740-RB 	 1	 4196756	 4198007	1
GA15740-RB 	 2	 4198068	 4198587	1
GA15740-RB 	 3	 4198749	 4198801	1
GA15740-RB 	 4	 4199114	 4199171	1
GA15740-RB 	 5	 4199340	 4199408	1
GA15740-RB 	 6	 4199501	 4199648	1
GA15740-RB 	 7	 4199830	 4201954	1
GA15740-RB 	 8	 4202153	 4202362	1
GA15740-RB 	 9	 4202510	 4202586	1
GA15740-RB 	10	 4202741	 4202819	1
GA15740-RB 	11	 4202978	 4203328	1
GA15740-RB 	12	 4203450	 4206064	1
GA15740-RB 	13	 4206137	 4206193	1
GA15740-RB 	14	 4206686	 4206756	1
GA15740-RB 	15	 4207021	 4207081	1
GA15740-RB 	16	 4207180	 4207235	1
GA15741-RA 	 1	 4208153	 4208461	1
GA15741-RA 	 2	 4208599	 4208658	1
GA15741-RA 	 3	 4209751	 4209819	1
GA15742-RA 	 1	 4037464	 4037528	1
GA15742-RA 	 2	 4037665	 4037724	1
GA15743-RA 	 1	 4203985	 4204227	1
GA15744-RA 	 1	 4078068	 4078130	1
GA15744-RA 	 2	 4078446	 4078498	1
GA15744-RA 	 3	 4078802	 4078861	1
GA15744-RA 	 4	 4078970	 4079029	1
GA15744-RA 	 5	 4079161	 4079225	1
GA15744-RA 	 6	 4079510	 4079576	1
GA15744-RA 	 7	 4080147	 4080198	1
GA15744-RA 	 8	 4080483	 4080540	1
GA15744-RA 	 9	 4080778	 4080833	1
GA15744-RA 	10	 4081418	 4081479	1
GA15744-RA 	11	 4081644	 4081707	1
GA15744-RA 	12	 4081960	 4082011	1
GA15744-RA 	13	 4082222	 4082283	1
GA15746-RA 	 1	17257646	17257710	1
GA15749-RA 	 1	19364766	19364832	1
GA15749-RA 	 2	19365344	19365401	1
GA15751-RA 	 1	 2956195	 2956256	1
GA15753-RA 	 1	 9574907	 9575013	1
GA15753-RA 	 2	 9575106	 9575188	1
GA15754-RA 	 1	17150293	17150360	1
GA15754-RA 	 2	17150501	17150558	1
GA15755-RA 	 1	 8836962	 8837030	1
GA15755-RA 	 2	 8837886	 8838535	1
GA15755-RA 	 3	 8838711	 8838778	1
GA15757-RA 	 1	10431530	10431598	1
GA15757-RA 	 2	10431811	10432091	1
GA15757-RA 	 3	10432663	10433424	1
GA15757-RA 	 4	10433572	10434642	1
GA15757-RA 	 5	10434702	10434765	1
GA15757-RA 	 6	10435069	10436928	1
GA15757-RA 	 7	10437030	10437952	1
GA15757-RA 	 8	10438106	10438442	1
GA15766-RA 	 1	 3317331	 3317390	1
GA15770-RA 	 1	11652776	11652839	1
GA15770-RA 	 2	11653213	11653594	1
GA15774-RA 	 1	 7046592	 7046652	1
GA15774-RA 	 2	 7046738	 7046793	1
GA15774-RA 	 3	 7046951	 7047008	1
GA15775-RA 	 1	11129952	11130008	1
GA15775-RA 	 2	11130166	11130235	1
GA15775-RA 	 3	11130563	11130627	1
GA15775-RA 	 4	11130764	11130826	1
GA15775-RA 	 5	11131014	11131071	1
GA15775-RA 	 6	11131256	11131312	1
GA15775-RA 	 7	11131464	11131964	1
GA15775-RA 	 8	11132081	11132141	1
GA15776-RA 	 1	11126950	11127012	1
GA15776-RA 	 2	11127497	11127567	1
GA15776-RA 	 3	11127704	11127765	1
GA15776-RA 	 4	11128137	11128195	1
GA15776-RA 	 5	11128347	11128854	1
GA15776-RA 	 6	11128971	11129028	1
GA15777-RA 	 1	12168362	12168420	1
GA15777-RA 	 2	12168951	12169005	1
GA15777-RA 	 3	12169489	12169546	1
GA15777-RA 	 4	12169676	12169738	1
GA15777-RA 	 5	12169889	12170941	1
GA15777-RA 	 6	12171043	12171102	1
GA15781-RC 	 1	12062603	12062683	1
GA15783-RB 	 1	12016946	12020046	1
GA15783-RB 	 2	12020237	12020309	1
GA15783-RB 	 3	12020449	12020508	1
GA15787-RA 	 1	 2334771	 2334829	1
GA15787-RA 	 2	 2335426	 2335485	1
GA15794-RA 	 1	 2139728	 2139790	1
GA15794-RA 	 2	 2139957	 2140017	1
GA15794-RA 	 3	 2140117	 2140181	1
GA15795-RA 	 1	 9840870	 9843369	1
GA15795-RA 	 2	 9843443	 9843500	1
GA15795-RA 	 3	 9843647	 9843735	1
GA15795-RA 	 4	 9844077	 9844143	1
GA15795-RA 	 5	 9844593	 9844647	1
GA15795-RA 	 6	 9845084	 9845151	1
GA15795-RA 	 7	 9845633	 9845703	1
GA15795-RA 	 8	 9845824	 9845894	1
GA15795-RA 	 9	 9846721	 9846778	1
GA15795-RA 	10	 9846856	 9846983	1
GA15795-RA 	11	 9847041	 9847325	1
GA15795-RA 	12	 9847515	 9847582	1
GA15796-RA 	 1	 2033840	 2033902	1
GA15797-RA 	 1	 2138150	 2138213	1
GA15797-RA 	 2	 2138383	 2138439	1
GA15797-RA 	 3	 2138873	 2138924	1
GA15799-RB 	 1	12348253	12357238	1
GA15799-RB 	 2	12357738	12362580	1
GA15799-RB 	 3	12364697	12371035	1
GA15801-RA 	 1	12403296	12403924	1
GA15801-RA 	 2	12404182	12404243	1
GA15804-RA 	 1	12388026	12388092	1
GA15804-RA 	 2	12388242	12388300	1
GA15804-RA 	 3	12388434	12388493	1
GA15805-RA 	 1	10745679	10745733	1
GA15805-RA 	 2	10745911	10745968	1
GA15808-RB 	 1	 6931792	 6931863	1
GA15808-RB 	 2	 6932093	 6932156	1
GA15808-RB 	 3	 6933912	 6933977	1
GA15808-RB 	 4	 6934228	 6934293	1
GA15808-RB 	 5	 6934463	 6940354	1
GA15809-RC 	 1	 6953881	 6953953	1
GA15809-RC 	 2	 6954147	 6954211	1
GA15809-RC 	 3	 6954880	 6954952	1
GA15809-RC 	 4	 6955058	 6955138	1
GA15809-RC 	 5	 6955502	 6956172	1
GA15809-RC 	 6	 6956751	 6956816	1
GA15809-RC 	 7	 6956944	 6957019	1
GA15809-RC 	 8	 6957147	 6957210	1
GA15809-RC 	 9	 6957356	 6958293	1
GA15811-RA 	 1	 3652117	 3652186	1
GA15811-RA 	 2	 3652345	 3652401	1
GA15811-RA 	 3	 3652631	 3652685	1
GA15813-RA 	 1	 3650705	 3650775	1
GA15813-RA 	 2	 3650994	 3651053	1
GA15814-RA 	 1	 3686720	 3686773	1
GA15814-RA 	 2	 3686911	 3686966	1
GA15814-RA 	 3	 3687116	 3687174	1
GA15816-RA 	 1	16868470	16868521	1
GA15821-RB 	 1	17123684	17124919	1
GA15827-RA 	 1	17663158	17663235	2
GA15829-RA 	 1	17688007	17688075	1
GA15831-RA 	 1	18540155	18540211	1
GA15831-RA 	 2	18540353	18540425	1
GA15831-RA 	 3	18540560	18540627	1
GA15831-RA 	 4	18541307	18541373	1
GA15831-RA 	 5	18541624	18541699	1
GA15831-RA 	 6	18541786	18549158	1
GA15834-RB 	 1	14878063	14884596	1
GA15834-RB 	 2	14884684	14886321	1
GA15834-RB 	 3	14886541	14886617	1
GA15834-RB 	 4	14886888	14886957	1
GA15834-RB 	 5	14888789	14888856	1
GA15834-RB 	 6	14889723	14889803	1
GA15837-RB 	 1	 1962257	 1962316	1
GA15837-RB 	 2	 1962626	 1962684	1
GA15837-RB 	 3	 1962890	 1962956	1
GA15840-RB 	 1	 8018782	 8018838	1
GA15840-RB 	 2	 8019020	 8019072	1
GA15840-RB 	 3	 8019332	 8019389	1
GA15841-RA 	 1	 8030900	 8030958	1
GA15842-RA 	 1	18021133	18021192	1
GA15847-RE 	 1	  106836	  106968	1
GA15847-RE 	 2	  107096	  108715	1
GA15847-RE 	 3	  109169	  109248	1
GA15847-RE 	 4	  109447	  109506	1
GA15847-RE 	 5	  109825	  109885	1
GA15847-RE 	 6	  110072	  111740	1
GA15847-RE 	 7	  111837	  111960	1
GA15847-RE 	 8	  112075	  127989	1
GA15847-RE 	 9	  128161	  134502	1
GA15847-RE 	10	  134713	  134775	1
GA15847-RE 	11	  135085	  135151	1
GA15847-RE 	12	  135375	  136423	1
GA15847-RE 	13	  136537	  136591	1
GA15847-RE 	14	  136742	  136818	1
GA15847-RE 	15	  137050	  137126	1
GA15847-RE 	16	  137218	  137283	1
GA15847-RE 	17	  137831	  142763	1
GA15849-RA 	 1	 8598052	 8598114	1
GA15849-RA 	 2	 8598749	 8598806	1
GA15849-RA 	 3	 8599197	 8599251	1
GA15849-RA 	 4	 8599805	 8599865	1
GA15850-RA 	 1	  831095	  831156	1
GA15850-RA 	 2	  832262	  833170	1
GA15851-RA 	 1	  838791	  838855	1
GA15851-RA 	 2	  839368	  841757	1
GA15851-RA 	 3	  841885	  842341	1
GA15851-RA 	 4	  842557	  842609	1
GA15851-RA 	 5	  843045	  843117	1
GA15851-RA 	 6	  843426	  843511	1
GA15853-RA 	 1	19294589	19294647	1
GA15853-RA 	 2	19294740	19294798	1
GA15853-RA 	 3	19295282	19295343	1
GA15853-RA 	 4	19295902	19295966	1
GA15855-RB 	 1	15706711	15706779	1
GA15855-RB 	 2	15706915	15706974	1
GA15855-RB 	 3	15707080	15707153	1
GA15855-RB 	 4	15707241	15707304	1
GA15855-RB 	 5	15707603	15707668	1
GA15855-RB 	 6	15707768	15709312	1
GA15862-RA 	 1	13677706	13677762	1
GA15865-RA 	 1	13685894	13685958	1
GA15865-RA 	 2	13686503	13686562	1
GA15865-RA 	 3	13686929	13686997	1
GA15865-RA 	 4	13687836	13687901	1
GA15868-RA 	 1	 5305399	 5305514	1
GA15871-RC 	 1	 2664467	 2666010	1
GA15871-RC 	 2	 2668045	 2668103	1
GA15871-RC 	 3	 2668744	 2669326	1
GA15871-RC 	 4	 2669789	 2670808	1
GA15871-RC 	 5	 2670876	 2671054	1
GA15871-RC 	 6	 2671250	 2671598	1
GA15871-RC 	 7	 2671768	 2671834	1
GA15871-RC 	 8	 2672167	 2672234	1
GA15871-RC 	 9	 2672361	 2692541	1
GA15872-RA 	 1	11400426	11400497	1
GA15876-RA 	 1	18760031	18760102	1
GA15876-RA 	 2	18760220	18760283	1
GA15878-RA 	 1	13558998	13559055	1
GA15878-RA 	 2	13559320	13559371	1
GA15878-RA 	 3	13559529	13559590	1
GA15878-RA 	 4	13559851	13559914	1
GA15879-RI 	 1	13534798	13542060	1
GA15879-RI 	 2	13542157	13542221	1
GA15879-RI 	 3	13542476	13542542	1
GA15879-RI 	 4	13542690	13542836	1
GA15879-RI 	 5	13542915	13545611	1
GA15879-RI 	 6	13545914	13546801	1
GA15879-RI 	 7	13546970	13547044	1
GA15879-RI 	 8	13547166	13547233	1
GA15879-RI 	 9	13547735	13547974	1
GA15879-RI 	10	13550432	13551715	1
GA15879-RI 	11	13551930	13552003	1
GA15879-RI 	12	13552137	13553876	1
GA15879-RI 	13	13554378	13554439	1
GA15879-RI 	14	13554581	13554653	1
GA15879-RI 	15	13554794	13554853	1
GA15880-RA 	 1	 6527222	 6527290	1
GA15880-RA 	 2	 6527501	 6527559	1
GA15880-RA 	 3	 6528252	 6530724	1
GA15882-RC 	 1	13560767	13560908	1
GA15882-RC 	 2	13561173	13561230	1
GA15882-RC 	 3	13561660	13561717	1
GA15884-RA 	 1	 2592773	 2630743	1
GA15885-RA 	 1	13481979	13482035	1
GA15886-RA 	 1	13480456	13480532	1
GA15886-RA 	 2	13480716	13480777	1
GA15891-RA 	 1	 1635348	 1635415	1
GA15898-RA 	 1	 9579976	 9580034	1
GA15898-RA 	 2	 9580552	 9580611	1
GA15898-RA 	 3	 9580851	 9580912	1
GA15898-RA 	 4	 9581094	 9581159	1
GA15898-RA 	 5	 9581862	 9581930	1
GA15898-RA 	 6	 9582195	 9582257	1
GA15898-RA 	 7	 9582500	 9582554	1
GA15908-RC 	 1	17231576	17231640	1
GA15908-RC 	 2	17232627	17232695	1
GA15908-RC 	 3	17232913	17235050	1
GA15913-RC 	 1	 3350354	 3350469	1
GA15913-RC 	 2	 3350655	 3352769	1
GA15913-RC 	 3	 3353052	 3353133	1
GA15915-RA 	 1	 3347670	 3347729	1
GA15915-RA 	 2	 3348162	 3348215	1
GA15918-RA 	 1	 9590740	 9593673	1
GA15966-RA 	 1	 9599302	 9599547	1
GA15966-RA 	 2	 9602167	 9602241	1
GA15984-RA 	 1	   76688	   76750	1
GA16095-RA 	 1	 9629200	 9629256	1
GA16095-RA 	 2	 9629450	 9629510	1
GA16095-RA 	 3	 9630439	 9630520	1
GA16114-RA 	 1	 3109288	 3109387	1
GA16114-RA 	 2	 3110161	 3110238	1
GA16114-RA 	 3	 3110292	 3110358	1
GA16191-RA 	 1	 3120382	 3120446	1
GA16191-RA 	 2	 3121067	 3121131	1
GA16191-RA 	 3	 3121382	 3121436	1
GA16191-RA 	 4	 3121614	 3121675	1
GA16191-RA 	 5	 3121754	 3121816	1
GA16231-RA 	 1	 9637720	 9638011	1
GA16231-RA 	 2	 9638249	 9638310	1
GA16231-RA 	 3	 9638479	 9638541	1
GA16296-RA 	 1	18229367	18229433	1
GA16296-RA 	 2	18231193	18231256	1
GA16335-RA 	 1	18222877	18222948	1
GA16335-RA 	 2	18223139	18227431	1
GA16427-RA 	 1	 9655522	 9655576	1
GA16427-RA 	 2	 9656557	 9656620	1
GA16437-RB 	 1	18240023	18240093	1
GA16437-RB 	 2	18240633	18241078	1
GA16437-RB 	 3	18241251	18241373	1
GA16437-RB 	 4	18241564	18241632	1
GA16437-RB 	 5	18241796	18241853	1
GA16437-RB 	 6	18241930	18241998	1
GA16529-RA 	 1	 9675859	 9676142	1
GA16529-RA 	 2	 9676345	 9676410	1
GA16581-RA 	 1	  821386	  821443	1
GA16581-RA 	 2	  822832	  822896	1
GA16582-RA 	 1	 9677602	 9677726	1
GA16582-RA 	 2	 9677801	 9677857	1
GA16582-RA 	 3	 9678039	 9678093	1
GA16670-RC 	 1	 9688482	 9688982	1
GA16670-RC 	 2	 9689175	 9689258	1
GA16670-RC 	 3	 9689502	 9690784	1
GA16670-RC 	 4	 9691022	 9692977	1
GA16670-RC 	 5	 9693235	 9693302	1
GA16715-RA 	 1	 3290072	 3290128	1
GA16715-RA 	 2	 3290525	 3290574	1
GA16715-RA 	 3	 3290759	 3290814	1
GA16715-RA 	 4	 3290969	 3291030	1
GA16715-RA 	 5	 3291124	 3291178	1
GA16724-RA 	 1	 8810614	 8810688	1
GA16724-RA 	 2	 8811014	 8811085	1
GA16724-RA 	 3	 8811730	 8811812	1
GA16724-RA 	 4	 8811892	 8811967	1
GA16724-RA 	 5	 8812084	 8812141	1
GA16724-RA 	 6	 8812698	 8812804	1
GA16724-RA 	 7	 8813082	 8813216	1
GA16724-RA 	 8	 8813295	 8813583	1
GA16724-RA 	 9	 8813750	 8813818	1
GA16724-RA 	10	 8813931	 8813983	1
GA16724-RA 	11	 8814302	 8814742	1
GA16759-RA 	 1	 8815349	 8815398	1
GA16759-RA 	 2	 8815577	 8815629	1
GA16759-RA 	 3	 8816299	 8816353	1
GA16759-RA 	 4	 8816717	 8816777	1
GA16759-RA 	 5	 8817107	 8817167	1
GA16823-RC 	 1	 9708435	 9708493	1
GA16823-RC 	 2	 9708729	 9708787	1
GA16823-RC 	 3	 9708965	 9709030	1
GA16823-RC 	 4	 9709177	 9709246	1
GA16823-RC 	 5	 9709406	 9709460	1
GA16823-RC 	 6	 9709856	 9709940	1
GA16823-RC 	 7	 9710300	 9710504	1
GA16823-RC 	 8	 9710655	 9710712	1
GA16823-RC 	 9	 9711013	 9711083	1
GA16964-RB 	 1	 9740216	 9740878	1
GA16964-RB 	 2	 9741712	 9741788	1
GA16964-RB 	 3	 9741943	 9742000	1
GA16996-RB 	 1	 9748743	 9748981	1
GA16996-RB 	 2	 9749711	 9749777	1
GA16996-RB 	 3	 9750086	 9750153	1
GA17017-RA 	 1	 9762359	 9762420	1
GA17017-RA 	 2	 9762506	 9762566	1
GA17037-RA 	 1	17249111	17249174	1
GA17037-RA 	 2	17249866	17249919	1
